weighting,mean,median,std,min,max
unweighted,0.6994363068784532,0.7025122662459093,0.03079806444245761,0.6178462365591397,0.757994623655914
trip_weighted,0.6782594388824524,0.6777743295682981,0.03573736115062259,0.5805202926036896,0.7467751316924295
ridership_weighted,0.6944199919351715,0.6916263179229827,0.03783820607670063,0.5821641483019384,0.7733471032804405
