mode,mph_2007,mph_2019,mph_2024,pct_change_2019_2024
Motor Bus,13.010560151816136,12.848750402527104,12.828595200165992,-0.15686507815692058
Light Rail,18.1838646209553,12.959936830854405,12.953568535256462,-0.04913832282562815
Paratransit,15.151154330565438,15.175809278584948,13.798624061980716,-9.074871667948678
