feature,vif
stop_count,1.9853326146959396
span_km,2.5087442491952405
is_rail,1.3187963680194077
is_premium_bus,2.5142607357396036
weekend_ratio,2.404588704965158
n_munis,2.4426538558711806
log_riders,1.7324719102882753
