city,month,upt,index
St. Louis,2020-11,1431857,47.63564011849329
St. Louis,2020-12,1401549,46.627340420470865
St. Louis,2021-01,1340535,44.59750018768941
St. Louis,2021-02,1171130,38.96166112396073
St. Louis,2021-03,1490588,49.58952851642634
St. Louis,2021-04,1487678,49.49271737345269
St. Louis,2021-05,1478983,49.20344833972216
St. Louis,2021-06,1518301,50.511496628188766
St. Louis,2021-07,1542292,51.30963962856014
St. Louis,2021-08,1605332,53.406881708649024
St. Louis,2021-09,1663594,55.345167211030656
St. Louis,2021-10,1640501,54.57689926440166
St. Louis,2021-11,1519579,50.554013686855534
St. Louis,2021-12,1461431,48.619520785951224
St. Louis,2022-01,1312403,43.66159260207615
St. Louis,2022-02,1253597,41.70520907159222
St. Louis,2022-03,1557976,51.831421747597496
St. Louis,2022-04,1598625,53.183750321733484
St. Louis,2022-05,1665373,55.40435175513723
St. Louis,2022-06,1688067,56.159345596595614
St. Louis,2022-07,1566791,52.12468299340941
St. Louis,2022-08,1751885,58.282470518345484
St. Louis,2022-09,1840989,61.246821062511714
St. Louis,2022-10,1778482,59.16731105775101
St. Louis,2022-11,1585090,52.73346206738698
St. Louis,2022-12,1482249,49.312103045203926
St. Louis,2023-01,1556135,51.770174560582205
St. Louis,2023-02,1510324,50.24611433007853
St. Louis,2023-03,1672641,55.646146733533264
St. Louis,2023-04,1647110,54.796770344784065
St. Louis,2023-05,1700124,56.560463105473026
St. Louis,2023-06,1598984,53.19569368954363
St. Louis,2023-07,1662354,55.30391435285632
St. Louis,2023-08,1743393,57.9999549767193
St. Louis,2023-09,1689426,56.20455739841733
St. Louis,2023-10,1763882,58.681591921182196
St. Louis,2023-11,1594426,53.04405616731893
St. Louis,2023-12,1542680,51.32254778095664
St. Louis,2024-01,1442281,47.98243027462981
St. Louis,2024-02,1630346,54.23905831701424
St. Louis,2024-03,1679691,55.88068919331477
St. Louis,2024-04,1793980,59.68290524806219
St. Louis,2024-05,1817784,60.474827051273415
St. Louis,2024-06,1731258,57.59624252998899
St. Louis,2024-07,1784266,59.359735680073875
St. Louis,2024-08,1840725,61.23803819593267
St. Louis,2024-09,1874320,62.355691236551095
St. Louis,2024-10,1944049,64.67546587174331
St. Louis,2024-11,1638719,54.517614914993054
St. Louis,2024-12,1589982,52.896211246571546
St. Louis,2025-01,1475978,49.103476695517415
St. Louis,2025-02,1503289,50.012070896807195
St. Louis,2025-03,1790367,59.56270639597842
St. Louis,2025-04,1840784,61.24000103353935
St. Louis,2025-05,1779711,59.20819796315121
St. Louis,2025-06,1589468,52.8791112714896
St. Louis,2025-07,1718203,57.16192312396805
St. Louis,2025-08,1728312,57.49823372339093
St. Louis,2025-09,1739985,57.88657615360789
St. Louis,2025-10,1766124,58.756179750236115
St. Louis,2025-11,1493027,49.67067022698054
St. Louis,2025-12,1470436,48.919103034225344
