feature,vif
stop_count,2.2014420308366
span_km,2.5716248799874872
is_premium_bus,3.336734735452299
weekend_ratio,2.4139785361742208
n_munis,2.9534928901698776
penndot_lanes,1.5734484980806194
weighted_iri,1.7797468924555442
