feature,vif
stop_count,2.5196754192483812
span_km,3.4862692434984335
is_rail,1.0673674435789093
is_premium_bus,2.764512732470078
weekend_ratio,2.0274006233929316
n_munis,3.084120236851891
weighted_lanes,1.4583438951048733
weighted_func_cls,2.493606765414914
weighted_speed,2.8710389705660555
