model,feature,coefficient,std_error,p_value,beta_weight,r_squared,adj_r_squared,n
bus_base,n_munis,0.008832856924868088,0.0026644967673982423,0.001366284510502469,0.4553468734639124,0.36678295066721034,0.32817215497618657,88
bus_plus_roadblock,intercept,0.9423392851041945,0.1793266968145931,1.2261677484470823e-6,NaN,0.5598801391700534,0.5153110393391728,88
bus_plus_roadblock,stop_count,-0.000460498557934209,0.00013677146883299488,0.0011764206295410418,-0.39633009002690656,0.5598801391700534,0.5153110393391728,88
bus_plus_roadblock,span_km,-0.004866677075523511,0.0012976674883094649,0.00033503766722531303,-0.5226313866695255,0.5598801391700534,0.5153110393391728,88
bus_plus_roadblock,is_premium_bus,0.012710694853153895,0.017370765471927556,0.4664990353007312,0.09061885009591081,0.5598801391700534,0.5153110393391728,88
bus_plus_roadblock,weekend_ratio,0.01138883451190631,0.020281165574406197,0.5760140800961886,0.0591307893647522,0.5598801391700534,0.5153110393391728,88
bus_plus_roadblock,n_munis,0.0036365651071507935,0.0025421697393039375,0.15651809409556394,0.18747032424209686,0.5598801391700534,0.5153110393391728,88
bus_plus_roadblock,weighted_lanes,-0.20603340334855616,0.047031545590551824,0.00003596206732470186,-0.39475499383796864,0.5598801391700534,0.5153110393391728,88
bus_plus_roadblock,weighted_func_cls,0.0315917226273588,0.019383988693175345,0.10712822002070088,0.19207825238541615,0.5598801391700534,0.5153110393391728,88
bus_plus_roadblock,weighted_speed,0.005503822016839712,0.002336982993011116,0.02099979794392426,0.2977555958673231,0.5598801391700534,0.5153110393391728,88
base_plus_truck,intercept,0.6782270824806722,0.04253295876994927,0.0,NaN,0.4511310070877289,0.40369788424345854,89
base_plus_truck,stop_count,-0.00047818491463747404,0.00013736840836685524,0.0008075100260507284,-0.40299304723547025,0.4511310070877289,0.40369788424345854,89
base_plus_truck,span_km,-0.005745277874919485,0.001293119473643122,0.00002785611721511927,-0.6002787511102384,0.4511310070877289,0.40369788424345854,89
base_plus_truck,is_rail,0.12228090432702478,0.05159571573429938,0.02016680508607771,0.2018612288635732,0.4511310070877289,0.40369788424345854,89
base_plus_truck,is_premium_bus,0.011113099333222236,0.019351563838588506,0.5673738428174189,0.07724145219611808,0.4511310070877289,0.40369788424345854,89
base_plus_truck,weekend_ratio,-0.013637430333630279,0.02213186621962559,0.5394970985148819,-0.06952393034188196,0.4511310070877289,0.40369788424345854,89
base_plus_truck,n_munis,0.008033003675730843,0.0025822671074068014,0.0025760818019511245,0.4029618808167811,0.4511310070877289,0.40369788424345854,89
base_plus_truck,avg_truck_pct,0.018462559101102054,0.006766286154687099,0.007798164087018611,0.24204593299719476,0.4511310070877289,0.40369788424345854,89
