stop_id,stop_name,mode,stop_type,avg_daily_usage,avg_ons,avg_offs,lat,lon
X13400,PIONEER AVE AT BELLBROOK ST,Bus,Bus Stop,42.93182045,42.477275,0.45454545,40.4011,-80.0185
E04270,ARDMORE BLVD AT KENMORE AVE,Bus,Bus Stop,42.92272727272731,3.6204545454545434,39.302272727272765,40.4174,-79.8487
W10215,INGRAM AVE AT WEST BUSWAY RAMP FS,Bus,Bus Stop,42.84090909090909,18.40909090909089,24.4318181818182,40.4439,-80.0662
E52610,STANTON AVE AT CHISLETT ST,Bus,Bus Stop,42.756815,32.75227,10.004545,40.4733,-79.9309
E01760,FIFTH AVE AT THOMAS BLVD,Bus,Bus Stop,42.49772777500001,1.829545275,40.66818250000001,40.4548,-79.9115
E07170,BESSEMER AVE AT GRANDVIEW AVE,Bus,Bus Stop,42.46590909090911,30.26136363636365,12.204545454545457,40.395,-79.8392
E70236,FIFTH AVE RAMP AT FIFTH AVE NS,Bus,Bus Stop,42.31818249999999,4.4977275,37.820454999999995,40.4559,-79.9109
W00600,5TH AVE AT MAIN ST,Bus,Bus Stop,42.31590909090908,34.26363636363635,8.05227272727273,40.5184,-80.1669
E57580,WILKINS AVE AT NEGLEY AVE,Bus,Bus Stop,42.315907249999995,40.2704525,2.04545475,40.4441,-79.9259
N70086,MCKNIGHT RD AT DUNCAN AVE,Bus,Bus Stop,42.16818181818179,0.17045454545454544,41.997727272727246,40.5681,-80.0239
E41860,NEGLEY AVE AT JACKSON ST NS,Bus,Bus Stop,42.159090500000005,1.2295455,40.929545000000005,40.4724,-79.9258
N10800,BRIGHTON RD AT WOODLAND AVE,Bus,Bus Stop,42.0499975,34.822725000000005,7.2272725,40.4701,-80.0257
N43445,PERRYSVILLE AVE OPP ELLZEY ST,Bus,Bus Stop,42.031818,9.281818,32.75,40.4718,-80.01
E20360,FRANKSTOWN AVE AT BRUSHTON AVE,Bus,Bus Stop,42.0022715,13.4181815,28.58409,40.4555,-79.8882
N18360,E 6TH AVE AT LOCK ST,Bus,Bus Stop,41.854545,23.047725,18.806820000000002,40.6025,-79.7544
E41970,NEGLEY AVE AT WALNUT ST,Bus,Bus Stop,41.836365,15.302274999999998,26.53409,40.452,-79.9309
E57450,WILKINS AVE OPP BARNSDALE ST,Bus,Bus Stop,41.56363695,40.179546,1.38409095,40.4449,-79.9156
E41980,NEGLEY AVE OPP WELLESLEY AVE,Bus,Bus Stop,41.497728650000006,40.736365000000006,0.7613636500000001,40.4743,-79.9251
E45340,PEEBLES ST AT KELLY AVE,Bus,Bus Stop,41.347724995,12.095454545,29.25227045,40.4412,-79.8943
X13650,PIONEER AVE OPP BELLBROOK ST,Bus,Bus Stop,41.34090725,0.62272725,40.718180000000004,40.4012,-80.018
E70778,BEDFORD AVE OPP WANDLESS ST,Bus,Bus Stop,41.31591,28.20682,13.10909,40.4528,-79.9677
N43710,PERRYSVILLE AVE AT #1664,Bus,Bus Stop,41.2772715,7.8886365000000005,33.388635,40.4613,-80.009
E57950,WILNER DR AT EAST HILLS DR,Bus,Bus Stop,41.261365,17.49091,23.770455,40.4551,-79.871
N45770,RHINE ST AT YETTA AVE FS,Bus,Bus Stop,41.2090915,38.970455,2.2386365,40.4634,-79.9915
S70040,WATERFRONT DR AT 5TH AVE FS,Bus,Bus Stop,41.143184225000006,4.418181875,36.725002350000004,40.4041,-79.9201
E11700,BUTLER ST AT 44TH ST,Bus,Bus Stop,41.03636205000001,7.36818205,33.66818000000001,40.4713,-79.9598
E01860,FIFTH AVE OPP AMBERSON AVE,Bus,Bus Stop,41.0295443,11.631818299999999,29.397726,40.4476,-79.9389
N54500,WILSON AVE AT BURGESS ST,Bus,Bus Stop,40.986365,27.125,13.861365,40.4665,-80.0133
E21320,FRANKSTOWN RD AT RODI RD FS,Bus,Bus Stop,40.915911300000005,5.9886363000000005,34.927275,40.4666,-79.8259
S43400,SOUTH MALL ENTRANCE DR AT DSW DRIVEWAY,Bus,Bus Stop,40.811365545,7.479545545,33.33182,40.3354,-79.9465
W02785,BROADWAY AVE AT WAYNE AVE,Bus,Bus Stop,40.70909090909089,35.3181818181818,5.39090909090909,40.4693,-80.0692
S02965,8TH AVE OPP ANDREW ST,Bus,Bus Stop,40.70681585,27.2181795,13.488636349999998,40.4092,-79.9015
E33140,KELLY AVE AT WEST ST,Bus,Bus Stop,40.67954719,30.809092645,9.870454545,40.4411,-79.8911
N31500,MAIN ST AT 62ND ST BRIDGE FS,Bus,Bus Stop,40.6386345,10.118182000000001,30.5204525,40.4955,-79.9389
E35630,LIBERTY AVE AT 40TH ST,Bus,Bus Stop,40.581817,14.634091,25.947726,40.4628,-79.9574
E20570,FRANKSTOWN RD AT OVERBROOK RD,Bus,Bus Stop,40.495456000000004,26.911365,13.584091,40.4609,-79.8674
N20810,FREEPORT ST AT BUTLER ST,Bus,Bus Stop,40.47045454545455,13.013636363636351,27.4568181818182,40.4965,-79.9438
E10670,BROADWAY BLVD OPP WALL AVE,Bus,Bus Stop,40.3840909090909,2.6681818181818184,37.71590909090908,40.4013,-79.7804
TP7106,LAYOVER AIRPORT TERMINUS (NO S,Bus,Bus Stop,40.3181818181818,16.7727272727273,23.5454545454545,40.4962,-80.2589
W13350,MCCOY RD AT #208,Bus,Bus Stop,40.299997499999996,5.4772725,34.822725,40.4747,-80.0708
E35570,LIBERTY AVE OPP 31ST ST,Bus,Bus Stop,40.288638,13.768182,26.520456,40.459,-79.9709
E57460,WILKINS AVE AT BARNSDALE ST,Bus,Bus Stop,40.12045189999999,2.4000000999999997,37.72045179999999,40.4448,-79.9157
E70993,WYLIE AVE AT CRAWFORD ST,Bus,Bus Stop,40.0522725,13.6727275,26.379545,40.4426,-79.9873
N43550,PERRYSVILLE AVE AT LANGLEY ST,Bus,Bus Stop,40.027271500000005,2.7886365,37.238635,40.4625,-80.0133
E11670,BUTLER ST AT 43RD ST,Bus,Bus Stop,39.9863635,29.472727000000003,10.513636499999999,40.4708,-79.9603
E33120,KELLY AVE AT TRENTON AVE,Bus,Bus Stop,39.9840917,10.725000300000001,29.2590914,40.4412,-79.8925
E05260,BEACON ST AT WIGHTMAN ST,Bus,Bus Stop,39.972725700000005,2.1045457,37.86818,40.434,-79.928
S09180,BROWNSVILLE RD AT THE BOULEVARD,Bus,Bus Stop,39.95000085,33.950001,5.99999985,40.4009,-79.9892
N22810,FREEPORT RD OPP WESTERN AVE,Bus,Bus Stop,39.92727272727275,5.720454545454545,34.20681818181821,40.4906,-79.9075
S30845,LYSLE BLVD AT LOCUST ST FS,Bus,Bus Stop,39.81818181818182,19.493181818181817,20.325000000000003,40.3518,-79.8638
E57590,WILKINS AVE AT NEGLEY AVE,Bus,Bus Stop,39.750000650000004,2.52954565,37.220455,40.444,-79.9261
E35520,LIBERTY AVE OPP 27TH ST,Bus,Bus Stop,39.731815,22.05227,17.679545,40.4552,-79.9764
N70144,W 4TH AVE AT ROSS ST,Bus,Bus Stop,39.59318185,1.05909085,38.534091000000004,40.6004,-79.7568
E02090,FIFTH AVE OPP WILKINS AVE,Bus,Bus Stop,39.550002875000004,32.4590941,7.090908774999999,40.4479,-79.9369
N12730,CALIFORNIA AVE AT CHESTNUT ST,Bus,Bus Stop,39.531818181818174,0.3977272727272727,39.1340909090909,40.5001,-80.0655
N10720,BRIGHTON RD AT TERMON AVE,Bus,Bus Stop,39.3886382,32.5022745,6.8863637,40.4831,-80.0355
N32540,MCKNIGHT RD AT BROWNS LN,Bus,Bus Stop,39.343181825,38.75,0.5931818249999999,40.546,-80.0171
N43980,PERRYSVILLE AVE OPP MARSHALL AVE,Bus,Bus Stop,39.3386375,7.702272499999999,31.636364999999998,40.4749,-80.0112
N43590,PERRYSVILLE AVE AT MCCLINTOCK AVE,Bus,Bus Stop,39.336361,31.654543,7.681818,40.463,-80.0138
S09790,BROWNSVILLE RD OPP THE BOULEVARD,Bus,Bus Stop,39.3045453,7.5818168,31.722728500000002,40.4011,-79.9893
E25950,GREENWOOD ST AT JANCEY ST,Bus,Bus Stop,39.29772659999999,5.138636599999999,34.15908999999999,40.4859,-79.9264
E08910,BRADDOCK AVE AT HUTCHINSON ST,Bus,Bus Stop,39.27272727272726,36.354545454545445,2.9181818181818167,40.4327,-79.8939
E08120,BLVD OF ALLIES AT CRAFT AVE FS,Bus,Bus Stop,39.256816799999996,5.3704543000000005,33.8863625,40.4358,-79.9609
N71204,PERRYSVILLE AVE OPP WATSON BLVD FS,Bus,Bus Stop,39.1681795,34.172725,4.9954545,40.484,-80.0134
S00270,S 18TH ST AT MONASTERY AVE,Bus,Bus Stop,39.1159075,8.1272725,30.988635,40.4217,-79.9843
E45780,PENN AVE AT BUTLER ST,Bus,Bus Stop,39.106821000000004,11.984091000000001,27.12273,40.4628,-79.967
P01340,BLVD OF ALLIES AT WOOD ST,Bus,Bus Stop,39.03409375,35.4931845,3.54090925,40.4384,-80.0021
W03250,CHARTIERS AVE OPP ISLAND AVE NS,Bus,Bus Stop,38.965909090909065,25.43181818181815,13.53409090909091,40.4657,-80.0623
N43565,PERRYSVILLE AVE AT MARSHALL RD,Bus,Bus Stop,38.9249975,35.397725,3.5272725,40.4783,-80.0121
E20560,FRANKSTOWN AVE AT MURTLAND ST,Bus,Bus Stop,38.884091999999995,11.093181999999999,27.79091,40.4585,-79.9013
E41771,NEGLEY AVE AT ELLSWORTH AVE,Bus,Bus Stop,38.811365,25.586365,13.225,40.4549,-79.9327
E18570,ELLSWORTH AVE AT MARYLAND AVE,Bus,Bus Stop,38.738636,4.634091,34.104545,40.456,-79.9309
S24010,HWY RT 51 AT OLD CLAIRTON RD FS,Bus,Bus Stop,38.734093300000005,5.9568183,32.777275,40.3405,-79.9644
E29702,HOMEWOOD AVE AT FINANCE ST (EAST BUSWAY),Bus,Bus Stop,38.720456,26.561365000000002,12.159091,40.453,-79.8986
N53605,WEST VIEW PARK DR OPP WEST VIEW TOWER,Bus,Bus Stop,38.7159065,29.70227,9.0136365,40.5169,-80.0336
E45530,PENN AVE AT 32ND ST,Bus,Bus Stop,38.709089500000005,12.284091,26.4249985,40.461,-79.9697
E20480,FRANKSTOWN AVE AT LANG AVE NS,Bus,Bus Stop,38.697728,29.9000005,8.7977275,40.4579,-79.8982
N35490,MT PLEASANT RD AT BEECH ST,Bus,Bus Stop,38.6386368,0.5181818,38.120455,40.4812,-80.0022
E32749,JOHNSTON AVE AT MANSION ST,Bus,Bus Stop,38.6295443,6.8704543000000005,31.75909,40.4054,-79.9372
E29020,HIGHLAND AVE AT HOWE ST,Bus,Bus Stop,38.55454350000001,36.29318000000001,2.2613635,40.4534,-79.9249
E70861,LINCOLN AVE OPP DEARY ST,Bus,Bus Stop,38.48181825,3.28181825,35.2,40.4641,-79.9011
E13230,CENTRE AVE AT AVALON ST,Bus,Bus Stop,38.361365,17.577275,20.78409,40.4487,-79.9617
W02720,BROADWAY AVE AT 3RD ST,Bus,Bus Stop,38.3,27.9,10.4,40.4678,-80.0674
N12920,CALIFORNIA AVE AT MARSHALL AVE,Bus,Bus Stop,38.2681835,18.565911,19.7022725,40.4621,-80.0306
E05700,BEDFORD AVE OPP MERCER ST,Bus,Bus Stop,38.188635,16.24091,21.947725,40.4445,-79.9872
E11790,BUTLER ST AT 54TH ST,Bus,Bus Stop,38.129549275,33.41364,4.715909275,40.4829,-79.9511
S24050,HWY RT 51 AT MONRO MUFFLER,Bus,Bus Stop,38.0386345,30.31818,7.720454500000001,40.3313,-79.9457
W02780,BROADWAY AVE OPP WAYNE AVE,Bus,Bus Stop,37.98409090909093,10.03181818181818,27.95227272727275,40.4692,-80.069
E70372,BEDFORD AVE AT ROBERTS ST,Bus,Bus Stop,37.968184,6.390909,31.577275,40.4452,-79.9855
E70889,BEACON ST AT WIGHTMAN ST,Bus,Bus Stop,37.93636600000001,35.152275,2.784091,40.4342,-79.9274
S08220,BROWNSVILLE RD AT BISCAYNE DR,Bus,Bus Stop,37.929546249999994,5.58181825,32.347728,40.3874,-79.9841
E10950,BROWNS HILL RD OPP IMOGENE RD,Bus,Bus Stop,37.92727275,26.793181550000003,11.1340912,40.4153,-79.9246
E12050,BUTLER ST AT MCCANDLESS AVE,Bus,Bus Stop,37.884092545,5.0750000449999995,32.809092500000006,40.4815,-79.9536
E19370,FORBES AVE AT DENNISTON ST,Bus,Bus Stop,37.8840905,6.7045455,31.179544999999997,40.438,-79.9181
E19680,FORBES AVE AT NORTHUMBERLAND ST,Bus,Bus Stop,37.85681775,6.09999975,31.756818,40.439,-79.9342
N13580,CEDAR AVE AT NORTH AVE (AGH),Bus,Bus Stop,37.847725,26.1,11.747724999999999,40.4561,-80.0025
E19850,FORBES AVE OPP BRIARCLIFF RD,Bus,Bus Stop,37.8204566,0.8409091000000001,36.9795475,40.4395,-79.8995
S45000,ST JOSEPH ST AT OTTILLA ST,Bus,Bus Stop,37.76363636363636,37.084090909090904,0.6795454545454545,40.4135,-79.9817
E57660,WILKINS AVE AT WIGHTMAN ST,Bus,Bus Stop,37.66591149999999,34.865911499999996,2.8,40.4441,-79.9277
E54610,TRENTON AVE AT SOUTH AVE,Bus,Bus Stop,37.640907500000004,3.6522725,33.988635,40.4443,-79.8921
W25655,CRAFTON INGRAM SC AT RITE-AID,Bus,Bus Stop,37.58181818181817,14.84318181818182,22.738636363636353,40.4418,-80.0699
E70789,BEDFORD AVE AT KIRKPATRICK ST,Bus,Bus Stop,37.386365,11.777275,25.609090000000002,40.4481,-79.9784
E59370,WOOD ST AT HILL AVE,Bus,Bus Stop,37.33636164999999,33.368179999999995,3.96818165,40.446,-79.8834
E23550,FRIENDSHIP AVE AT NEGLEY AVE,Bus,Bus Stop,37.256815,11.222725,26.03409,40.4607,-79.9326
N71246,4TH AVE AT TARENTUM PARK AND RIDE,Bus,Bus Stop,37.22045275,36.81818,0.40227274999999996,40.6004,-79.757
E46090,PENN AVE AT HOMEWOOD AVE,Bus,Bus Stop,37.21818025,2.60454525,34.613635,40.4492,-79.9015
E39280,MILLVALE AVE AT BAUM BLVD,Bus,Bus Stop,37.13409,24.229545,12.904545,40.4545,-79.9477
S00205,S 18TH ST AT GABLE ST,Bus,Bus Stop,37.00908665,30.065905,6.94318165,40.4213,-79.9846
W13450,MCCOY RD AT TOTERA AVE,Bus,Bus Stop,36.9477285,28.986365,7.9613635,40.4746,-80.0704
E35200,LIBERTY AVE AT BAUM BLVD,Bus,Bus Stop,36.925002000000006,18.0386385,18.8863635,40.4567,-79.9399
E33130,KELLY AVE AT TRENTON AVE FS,Bus,Bus Stop,36.847728124999996,23.50909135,13.338636774999998,40.4413,-79.8927
N70143,TARENTUM PARK AND RIDE (TERMIN,Bus,Bus Stop,36.825,20.675,16.15,40.6007,-79.7571
S33675,MELLON ST AT PENNSYLVANIA AVE,Bus,Bus Stop,36.80227275,24.886364999999998,11.91590775,40.3622,-79.8588
E42220,NOBLE ST AT ROSLYN ST,Bus,Bus Stop,36.79772625,15.51590925,21.281816999999997,40.4203,-79.8848
E70591,BRADDOCK AVE AT 6TH ST,Bus,Bus Stop,36.79318181818183,9.702272727272724,27.090909090909104,40.4032,-79.8684
E42030,NEGLEY AVE OPP RIPPEY ST FS,Bus,Bus Stop,36.788635199999995,35.411362499999996,1.3772726999999998,40.4669,-79.9287
N41830,PENNSYLVANIA AVE AT BIDWELL ST,Bus,Bus Stop,36.756816549999996,5.12954565,31.6272709,40.455,-80.0212
E70590,BRADDOCK AVE AT 6TH ST,Bus,Bus Stop,36.61363636363638,7.60681818181818,29.0068181818182,40.4033,-79.8687
S70635,COMMONWEALTH AVE AT HILLTOP/PARKVIEW MANOR APTS,Bus,Bus Stop,36.575,19.58636363636365,16.988636363636353,40.3802,-79.8655
E29050,HIGHLAND AVE AT JACKSON ST,Bus,Bus Stop,36.5613641,0.3409091,36.220455,40.471,-79.9203
E27425,HAWKINS AVE AT 4TH ST,Bus,Bus Stop,36.5590895,32.363635,4.1954545,40.4092,-79.8666
W05915,CRAFTON-INGRAM SHOPPING CTR AT TERMINUS,Bus,Bus Stop,36.520454545454555,16.95,19.570454545454552,40.4408,-80.0688
S02660,8TH AVE AT DICKSON ST,Bus,Bus Stop,36.38863636363636,28.147727272727266,8.240909090909092,40.409,-79.9052
E19580,FORBES AVE AT MEYRAN AVE,Bus,Bus Stop,36.35909100000001,24.022727500000002,12.336363500000001,40.4405,-79.9584
E00175,26TH ST AT PENN AVE FS (SPRING WAY),Bus,Bus Stop,36.281818,14.090909,22.190908999999998,40.4546,-79.9781
E00500,40TH ST OPP DAVIDSON ST,Bus,Bus Stop,36.222726275,33.506817,2.715909275,40.4676,-79.961
E03277,ALCOMA BLVD AT TURNAROUND,Bus,Bus Stop,36.215909999999994,18.829545,17.386364999999998,40.4853,-79.7997
E35170,LIBERTY AVE AT 40TH ST NS,Bus,Bus Stop,36.211363000000006,13.031818000000001,23.179545,40.463,-79.9564
W03900,CHARTIERS AVE OPP DITZLER ST,Bus,Bus Stop,36.186364,7.115909,29.070455,40.454,-80.0562
N43500,PERRYSVILLE AVE AT KENNEDY AVE FS,Bus,Bus Stop,36.136365,32.261365,3.875,40.4743,-80.0105
N71220,CALIFORNIA AVE AT AVALON LOOP,Bus,Bus Stop,36.13636363636365,4.18181818181818,31.954545454545467,40.5035,-80.0742
E70373,DEVILLIERS ST AT CENTRE AVE,Bus,Bus Stop,36.12954500000001,11.295455,24.834090000000003,40.4437,-79.9804
S24110,HWY RT 51 AT SOUTHLAND SHOPPING CTR ENTRANC,Bus,Bus Stop,36.0886345,8.7954545,27.29318,40.3322,-79.9458
N22030,FREEPORT RD AT WESTERN AVE,Bus,Bus Stop,36.08409090909091,32.01590909090909,4.06818181818182,40.4907,-79.9074
S09630,BROWNSVILLE RD AT #2336,Bus,Bus Stop,35.961364499999995,7.9204545,28.040909999999997,40.3882,-79.9848
E49300,RONALD ST AT BEECHWOOD BLVD,Bus,Bus Stop,35.9590922,13.718181500000002,22.2409107,40.4267,-79.9386
E53010,STANTON AVE OPP HETH'S AVE,Bus,Bus Stop,35.9386365,30.075,5.8636365,40.4724,-79.9286
E41770,NEGLEY AVE AT ELLSWORTH AVE,Bus,Bus Stop,35.925,15.08182,20.84318,40.4547,-79.9325
E32732,JOHNSTON AVE AT SECOND AVE,Bus,Bus Stop,35.7318164,25.84318,9.8886364,40.4062,-79.9428
N12690,CALIFORNIA AVE AT BIRMINGHAM AVE,Bus,Bus Stop,35.654545454545485,35.0227272727273,0.631818181818182,40.5019,-80.0694
S09385,BROWNSVILLE RD OPP W CHERRYHILL ST,Bus,Bus Stop,35.652272,29.55909,6.0931820000000005,40.3979,-79.9883
E40270,MONTIER ST AT BESSICA ST,Bus,Bus Stop,35.50227325,33.095455,2.40681825,40.4462,-79.8711
X70073,WASHINGTON RD AT BOWER HILL RD FS,Bus,Bus Stop,35.477270499999996,28.072725,7.4045455,40.3873,-80.0436
E04160,ARDMORE BLVD AT BERKLEY AVE,Bus,Bus Stop,35.4340909090909,2.529545454545453,32.90454545454544,40.4198,-79.8503
E33090,KELLY AVE AT PEEBLES ST,Bus,Bus Stop,35.368182645000005,18.152274995000003,17.21590765,40.4413,-79.8942
E18870,EUCLID AVE AT CALLOWHILL ST,Bus,Bus Stop,35.361365445,0.379545445,34.98182,40.4771,-79.9189
E56020,WALLACE AVE AT SWISSVALE AVE FS,Bus,Bus Stop,35.331817945,20.8499999,14.481818045,40.4424,-79.8778
E36000,LINCOLN AVE AT SHETLAND ST,Bus,Bus Stop,35.306817045,3.334091045,31.972726,40.4615,-79.908
N35570,MT PLEASANT RD AT #384,Bus,Bus Stop,35.2136359,34.304545,0.9090909,40.4805,-80.002
E33060,KELLY AVE AT HAY ST,Bus,Bus Stop,35.170455825,3.9818181,31.188637725,40.4401,-79.8883
X18880,VIRGINIA AVE AT SHOP-N-SAVE,Bus,Bus Stop,35.159089,25.41818,9.740909,40.4298,-80.0081
E70376,GREENFIELD AVE AT LORETTA ST,Bus,Bus Stop,35.045457,27.077275,7.9681820000000005,40.4217,-79.9297
E17373,EAST LIBERTY BLVD AT HIGHLAND AVE FS,Bus,Bus Stop,35.00227225,14.32045275,20.6818195,40.4658,-79.9223
S70553,PARKLINE DR AT RADFORD RD FS,Bus,Bus Stop,34.9886355,3.4545455,31.53409,40.3652,-79.9669
N43900,PERRYSVILLE AVE AT WATSON BLVD,Bus,Bus Stop,34.9727255,2.6295455,32.343180000000004,40.4783,-80.012
E46140,PENN AVE AT LANG AVE,Bus,Bus Stop,34.931817699999996,1.9568181999999998,32.974999499999996,40.45,-79.9039
E39320,MILLVALE AVE AT CYPRESS ST,Bus,Bus Stop,34.9090885,31.372725000000003,3.5363635,40.4588,-79.947
S70579,SOUTH SIDE WORKS TERMINAL - NO,Bus,Bus Stop,34.906819,13.890909,21.015909999999998,40.4247,-79.9618
E60095,YOST BLVD AT ARDMORE BLVD FS,Bus,Bus Stop,34.79545454545457,25.4318181818182,9.363636363636365,40.4155,-79.848
N47075,ROSS GARAGE AT TERMINAL,Bus,Bus Stop,34.7909115,13.727273,21.0636385,40.5011,-80.0223
E70415,WARREN DR AT LINCOLN HWY FS,Bus,Bus Stop,34.7272725,4.1522725000000005,30.575,40.3848,-79.8236
E29057,HIGHLAND AVE AT STATION ST,Bus,Bus Stop,34.656819,6.665909,27.99091,40.4636,-79.9238
E41130,MURRAY AVE OPP BURCHFIELD AVE,Bus,Bus Stop,34.64318125,7.63863625,27.004545,40.4275,-79.9263
E11680,BUTLER ST AT 43RD ST,Bus,Bus Stop,34.60909149999999,12.740908999999998,21.868182499999996,40.4705,-79.9604
E42240,NOBLE ST OPP WASHINGTON ST,Bus,Bus Stop,34.59090915,17.31363635,17.2772728,40.4213,-79.886
N43560,PERRYSVILLE AVE AT MARSHALL AVE,Bus,Bus Stop,34.561366,27.927275,6.634091,40.4751,-80.0116
W10270,ISLAND AVE OPP ADRIAN ST,Bus,Bus Stop,34.559090909090926,28.6068181818182,5.9522727272727245,40.4745,-80.0643
E52490,SOUTH AVE AT WOOD ST NS,Bus,Bus Stop,34.534090649999996,13.10681775,21.4272729,40.4419,-79.8851
S00620,S 26TH ST AT SARAH ST,Bus,Bus Stop,34.504545,24.122725,10.381820000000001,40.4265,-79.9688
X04360,CHELTON AVE AT FREEDOM AVE,Bus,Bus Stop,34.481819,5.790909,28.69091,40.3884,-80.0127
E08730,BRADDOCK AVE OPP COREY AVE,Bus,Bus Stop,34.470454545454565,1.888636363636365,32.5818181818182,40.4039,-79.8695
E41866,NEGLEY AVE AT KENTUCKY AVE,Bus,Bus Stop,34.468180000000004,16.445455000000003,18.022725,40.4506,-79.9301
E12090,BUTLER ST AT PENN AVE FS,Bus,Bus Stop,34.461365,22.886364999999998,11.575,40.463,-79.967
S01395,2ND ST AT SR CITIZEN HI-RISE,Bus,Bus Stop,34.45227272727274,9.05681818181818,25.395454545454562,40.3739,-79.8476
E26520,HAMILTON AVE AT HOMEWOOD AVE,Bus,Bus Stop,34.425000000000004,22.195455000000003,12.229545000000002,40.4546,-79.8974
E19160,FORBES AVE AT BEECHWOOD BLVD,Bus,Bus Stop,34.322728500000004,2.3863635,31.936365000000002,40.438,-79.9164
S14760,DUQUESNE BLVD AT MILLER AVE,Bus,Bus Stop,34.28863636363637,10.861363636363635,23.42727272727274,40.384,-79.86
E34210,LAKETON RD AT #3600,Bus,Bus Stop,34.2022715,1.5386365,32.663635,40.4594,-79.8438
S04720,ARLINGTON AVE AT FERNLEAF ST,Bus,Bus Stop,34.1999975,7.9022725000000005,26.297725,40.4172,-79.9759
E46360,PENN AVE AT PRINCETON BLVD,Bus,Bus Stop,34.1431815,3.9840907000000003,30.159090799999998,40.4405,-79.8719
E52670,STANTON AVE AT HETH'S AVE,Bus,Bus Stop,34.1068175,6.1522725000000005,27.954545,40.4723,-79.9282
W10300,ISLAND AVE OPP BOUQUET ST,Bus,Bus Stop,34.06818181818183,9.277272727272731,24.7909090909091,40.4666,-80.0604
S70580,SARAH ST AT E CARSON ST,Bus,Bus Stop,34.009091999999995,29.44091,4.568182,40.4243,-79.9624
W20982,S MAIN ST AT WABASH ST,Bus,Bus Stop,33.936365,18.720455,15.215910000000001,40.441,-80.0347
E70979,HAYMAKER VILLAGE (SHOP N SAVE),Bus,Bus Stop,33.91591,14.977274999999999,18.938634999999998,40.3894,-79.7668
E46710,PENN AVE OPP BAKERY SQUARE,Bus,Bus Stop,33.740908045,7.829545545,25.9113625,40.4561,-79.9156
E39670,MONONGAHELA AVE AT WHIPPLE ST FS,Bus,Bus Stop,33.700000775,3.922727275,29.7772735,40.4254,-79.8916
S44730,ST CLAIR AVE AT 3RD ST,Bus,Bus Stop,33.67499999999996,11.068181818181795,22.606818181818166,40.2922,-79.882
E13520,CENTRE AVE AT HERRON AVE,Bus,Bus Stop,33.647725,16.38409,17.263635,40.4489,-79.9647
S16700,E CARSON ST OPP TERMINAL WAY,Bus,Bus Stop,33.597725,6.884091,26.713634,40.4293,-79.9969
W24450,WASHINGTON AVE OPP FRANKLIN AVE,Bus,Bus Stop,33.59545454545457,3.81818181818182,29.777272727272752,40.4017,-80.0831
E20565,FRANKSTOWN AVE AT OAKWOOD ST,Bus,Bus Stop,33.572728,13.459090499999999,20.113637500000003,40.4551,-79.8862
S16180,E CARSON ST AT S 18TH ST,Bus,Bus Stop,33.502269999999996,13.58409,19.91818,40.4288,-79.9804
W21660,STEUBEN ST AT PLANET ST (WABASH ST),Bus,Bus Stop,33.497727499999996,15.509091000000002,17.9886365,40.4417,-80.0354
S70420,STATE ST AT ELM ST,Bus,Bus Stop,33.4636363636364,22.3568181818182,11.1068181818182,40.3093,-79.8905
N43510,PERRYSVILLE AVE AT KENNEDY AVE,Bus,Bus Stop,33.434092500000006,3.0022725,30.431820000000002,40.4742,-80.0104
N19170,FEDERAL ST AT HENDERSON ST,Bus,Bus Stop,33.431818500000006,7.497727500000001,25.934091000000002,40.4588,-80.0076
E45740,PENN AVE AT BEATTY ST,Bus,Bus Stop,33.4318163,5.5409093,27.890907,40.4622,-79.927
E57650,WILKINS AVE AT SHADY AVE FS,Bus,Bus Stop,33.37727285,9.6386365,23.73863635,40.4439,-79.9201
E19350,FORBES AVE AT DALLAS AVE,Bus,Bus Stop,33.2909135,3.8613635,29.42955,40.438,-79.9132
N71206,MAIN ST AT 62ND ST BRIDGE,Bus,Bus Stop,33.286363636363646,21.27954545454545,12.0068181818182,40.4954,-79.9394
E70773,WASHINGTON ST AT NOBLE ST,Bus,Bus Stop,33.268177949999995,13.090906799999999,20.17727115,40.4212,-79.8862
E06390,BEELER ST AT FORBES AVE,Bus,Bus Stop,33.259091500000004,5.470455,27.788636500000003,40.444,-79.9386
E42250,NOBLE ST AT DICKSON ST,Bus,Bus Stop,33.245456090000005,18.813638045,14.431818045000002,40.4206,-79.8854
E01450,FIFTH AVE AT MOULTRIE ST FS,Bus,Bus Stop,33.245454699999996,9.509090700000002,23.736364,40.4381,-79.9745
E70158,PENN AVE AT CARNEGIE PL FS,Bus,Bus Stop,33.2272717,1.7522727,31.474999,40.448,-79.8979
S09360,BROWNSVILLE RD OPP BRENTWOOD LOOP,Bus,Bus Stop,33.16136363636365,24.2068181818182,8.954545454545453,40.3808,-79.9759
N13620,CEDAR AVE OPP TRIPOLI ST,Bus,Bus Stop,33.1477285,4.4863634999999995,28.661365,40.4557,-80.0026
N10560,BRIGHTON RD AT ISLAND AVE (OLIVER HIGH SCHOOL,Bus,Bus Stop,33.1431805,29.813634999999998,3.3295455,40.4645,-80.0238
E03030,PENN AVE AT GRANT ST,Bus,Bus Stop,33.08409045,11.1590905,21.92499995,40.4047,-79.8256
S24340,HWY RT 51 OPP E BRUCETON RD,Bus,Bus Stop,33.068182775000004,23.577274000000003,9.490908775000001,40.3285,-79.9448
