stop_id,stop_name,lat,lon,mode,pre_usage,post_usage,abs_change,pct_change,zone,dist_from_dt_km
E44970,PARK HILL DR AT WHITE PINE PL,40.4545,-79.8741,Bus,10.5613635,5.378788,-5.1825755000000004,-49.071083482734025,Outer ring (> 8 km),10.421884313678976
W26145,WEST BUSWAY AT CARNEGIE STATION,40.4061,-80.0902,Busway,307.25454545454573,80.10822510822513,-227.1463203463206,-73.92773311466728,Outer ring (> 8 km),8.856441951276471
N45570,REMINGTON DR AT HAZLETT RD,40.5601,-80.011,Bus,0.25,0.09199134199134179,-0.1580086580086582,-63.203463203463286,Outer ring (> 8 km),13.34899043972431
N52280,THOMPSON RUN RD AT SUNSET DR,40.5322,-79.9902,Bus,0.05,0.0,-0.05,-100.0,Outer ring (> 8 km),10.196856019757979
W23188,SWALLOW HILL RD AT GREENTREE RD FS,40.3901,-80.0741,Bus,3.25681795,0.676406925,-2.580411025,-79.23104897527355,Outer ring (> 8 km),8.681118060256273
X18890,VIRGINIA AVE OPP SHOP-N-SAVE,40.4299,-80.008,Bus,16.2386365,10.4437235,-5.7949129999999975,-35.68595799284009,Downtown (< 2 km),1.5698194607836904
E04320,ARDMORE BLVD AT MARLBORO AVE FS,40.4359,-79.8717,Bus,31.89090722,4.7770562750000005,-27.113850945,-85.02063223838259,Outer ring (> 8 km),10.52416173173398
N52380,THOMPSON RUN RD OPP RADCLIFFE DR,40.5175,-79.9935,Bus,0.0,0.0,0.0,,Outer ring (> 8 km),8.553298942851912
E09590,BRERETON ST AT 28TH ST,40.4558,-79.9728,Bus,1.2568181999999999,0.07142855,-1.1853896499999999,-94.31671581458639,Inner ring (2-8 km),2.5840775309245267
S01200,SECOND AVE OPP TECHNOLOGY DR,40.4341,-79.9651,Bus,26.854545350000002,2.358225,-24.49632035,-91.21852569364016,Inner ring (2-8 km),2.7050193240991733
N71247,CORBET ST AT 8TH AVE,40.6043,-79.7531,Bus,0.24318182,0.04761905,-0.19556277,-80.41833472584423,Outer ring (> 8 km),27.431981850570384
