weighting,mean,median,std,min,max
unweighted,0.6938651378815314,0.6967065217391304,0.03111180525317484,0.6150065217391304,0.756495652173913
trip_weighted,0.6726665809009182,0.6739152912974232,0.036628263271261854,0.5805202926036896,0.7467751316924295
population_weighted,0.6811461391065712,0.6842399966572321,0.03570884009396214,0.5951805158418607,0.7506575215575539
