route_id,route_name,mode,month,otp,rolling_mean,rolling_std,z_score,known_event
17,SHADELAND,BUS,2022-12,0.6866,0.6368916666666666,0.01528162642066056,3.2528169427128737,
17,SHADELAND,BUS,2023-01,0.6857,0.6413166666666666,0.02087464026182559,2.1261843450542792,
17,SHADELAND,BUS,2024-04,0.5697,0.657375,0.01698641837147931,-5.1614765445321265,
17,SHADELAND,BUS,2025-06,0.6313,0.6669999999999999,0.016975169031157995,-2.103071841845725,
18,MANCHESTER,BUS,2019-07,0.9532,0.7981833333333334,0.03374074194007399,4.594346708261115,
18,MANCHESTER,BUS,2019-08,0.9781,0.8203285714285714,0.06619349701911095,2.3834883436643004,
18,MANCHESTER,BUS,2021-09,0.8739,0.9460416666666668,0.019717249408637998,-3.6588098659979407,
18,MANCHESTER,BUS,2021-12,0.8413,0.92685,0.03461842651747012,-2.4712272799812913,
18,MANCHESTER,BUS,2022-01,0.8145,0.9199416666666665,0.04255677402190565,-2.4776705727833495,
18,MANCHESTER,BUS,2022-09,0.619,0.8580583333333333,0.021049183025967557,-11.357131202594244,
18,MANCHESTER,BUS,2025-02,0.9242,0.8900333333333333,0.013610379283564516,2.510339054836283,
18,MANCHESTER,BUS,2025-05,0.8518,0.8952166666666667,0.015352691995712207,-2.827951389814394,
19L,EMSWORTH LIMITED,BUS,2019-11,0.6009,0.6908,0.03659234892706396,-2.456797736029165,
19L,EMSWORTH LIMITED,BUS,2020-04,0.5454,0.6644083333333334,0.03829938186857786,-3.10731733848091,COVID-19 reduced service
19L,EMSWORTH LIMITED,BUS,2020-05,0.5402,0.6555916666666667,0.051514330898098495,-2.2399915645788973,COVID-19 reduced service
