route_id,route_name,mode,month,otp,rolling_mean,rolling_std,z_score,known_event
19L,EMSWORTH LIMITED,BUS,2020-06,0.4888,0.6445083333333333,0.06084412959407506,-2.5591348643188754,COVID-19 partial recovery
19L,EMSWORTH LIMITED,BUS,2021-08,0.7082,0.6191833333333333,0.04402629035501673,2.0218979602609974,
19L,EMSWORTH LIMITED,BUS,2021-09,0.7267,0.6342333333333333,0.04060887348918468,2.2770064451872383,
19L,EMSWORTH LIMITED,BUS,2021-10,0.7472,0.6480416666666666,0.041602894530709505,2.3834479415882672,
19L,EMSWORTH LIMITED,BUS,2021-12,0.7774,0.6731916666666667,0.04540459444780574,2.2951054755730627,
19L,EMSWORTH LIMITED,BUS,2022-09,0.7024,0.7516333333333333,0.01996516663561662,-2.465961553534145,
19L,EMSWORTH LIMITED,BUS,2022-12,0.6319,0.74525,0.02698364824717609,-4.2006921733373215,
19L,EMSWORTH LIMITED,BUS,2024-04,0.6403,0.7038000000000001,0.02956788798680148,-2.1476001271496044,
19L,EMSWORTH LIMITED,BUS,2024-05,0.6199,0.6965,0.033613877004486745,-2.278820737928431,
19L,EMSWORTH LIMITED,BUS,2024-06,0.5385,0.689375,0.04000906999441768,-3.7710199217590166,
19L,EMSWORTH LIMITED,BUS,2025-06,0.6533,0.5549916666666667,0.033308488089192276,2.95144988478873,
19L,EMSWORTH LIMITED,BUS,2025-07,0.69,0.5645583333333334,0.043168074447618575,2.905889787112956,
19L,EMSWORTH LIMITED,BUS,2025-08,0.7206,0.5753416666666666,0.05626470649501059,2.581695389208411,
2,MOUNT ROYAL,BUS,2022-06,0.5682,0.622375,0.02064959277608594,-2.6235384197377214,
2,MOUNT ROYAL,BUS,2022-09,0.5369,0.62195,0.02472817678828597,-3.439396310054252,
2,MOUNT ROYAL,BUS,2023-01,0.7055,0.6159,0.035678029908920286,2.5113494278897406,
2,MOUNT ROYAL,BUS,2024-04,0.594,0.6724166666666666,0.03222217850920103,-2.433623991136252,
2,MOUNT ROYAL,BUS,2025-05,0.5674,0.6470583333333334,0.03653480179806979,-2.180341192860718,
20,KENNEDY,BUS,2020-01,0.8096,0.744625,0.030417313401177537,2.1361189643226233,
20,KENNEDY,BUS,2020-02,0.8329,0.7534333333333335,0.03276573413389865,2.42529791464224,
20,KENNEDY,BUS,2020-07,0.6904,0.774725,0.03162648846658869,-2.6662776706646962,
20,KENNEDY,BUS,2022-05,0.6238,0.7520416666666666,0.023686031876627163,-5.414231785832077,
20,KENNEDY,BUS,2022-06,0.6055,0.7392083333333334,0.04261605455764996,-3.1375108447089097,
20,KENNEDY,BUS,2022-07,0.5969,0.724825,0.055481530505860396,-2.3057222616900885,
20,KENNEDY,BUS,2023-06,0.7008,0.6288333333333334,0.023611643250093503,3.047931306787876,
20,KENNEDY,BUS,2023-09,0.5742,0.6429583333333333,0.02621590281882449,-2.6227719033181995,
20,KENNEDY,BUS,2024-05,0.5137,0.6487333333333333,0.04840907753592069,-2.789421740852948,
20,KENNEDY,BUS,2024-06,0.45,0.6422166666666667,0.06050709700422569,-3.176762333404338,
20,KENNEDY,BUS,2024-07,0.4597,0.6213166666666666,0.07893939946489821,-2.0473511042927597,
21,CORAOPOLIS,BUS,2019-09,0.6069,0.6747,0.014102178149896852,-4.807767940479172,
21,CORAOPOLIS,BUS,2019-12,0.7248,0.6628545454545455,0.026621057966818802,2.326934362363246,
21,CORAOPOLIS,BUS,2020-02,0.7472,0.6728166666666667,0.03542587224391834,2.0996895382329743,
21,CORAOPOLIS,BUS,2020-03,0.7693,0.6780916666666666,0.04143017034905257,2.201495493861012,COVID-19 shutdown begins
21,CORAOPOLIS,BUS,2021-04,0.7873,0.712275,0.02366682084883618,3.1700497704865747,
21,CORAOPOLIS,BUS,2022-05,0.6904,0.7563249999999999,0.017847593420656813,-3.693775314474515,
21,CORAOPOLIS,BUS,2022-09,0.6197,0.743375,0.028384987229167193,-4.357056742760021,
21,CORAOPOLIS,BUS,2025-02,0.8338,0.7582583333333334,0.03445388112016423,2.192544474255344,
22,MCCOY,BUS,2020-06,0.7958,0.7051,0.038919871063973925,2.330429097540259,COVID-19 partial recovery
22,MCCOY,BUS,2020-09,0.5983,0.72135,0.04246895122535768,-2.897410848387713,
22,MCCOY,BUS,2022-05,0.6969,0.756225,0.01881624660668607,-3.1528604636229534,
22,MCCOY,BUS,2022-06,0.6925,0.7505333333333334,0.025126455935503042,-2.3096505723807135,
22,MCCOY,BUS,2022-07,0.6811,0.7458333333333332,0.030218667720266327,-2.1421637092862107,
22,MCCOY,BUS,2022-09,0.6349,0.7402083333333334,0.03550995912373995,-2.965599959334511,
22,MCCOY,BUS,2023-06,0.5069,0.7339916666666667,0.04826053268615565,-4.705535849417008,
22,MCCOY,BUS,2023-07,0.5276,0.718525,0.08123944546831903,-2.350151443050594,
22,MCCOY,BUS,2024-09,0.5355,0.6912583333333333,0.04247029889085743,-3.667464967308327,
24,WEST PARK,BUS,2020-03,0.7503,0.6716416666666666,0.025611732337609137,3.0711836394537366,COVID-19 shutdown begins
24,WEST PARK,BUS,2020-04,0.7782,0.6764583333333333,0.03396419125901262,2.9955568760869262,COVID-19 reduced service
24,WEST PARK,BUS,2020-07,0.7922,0.7011666666666666,0.04193194341773216,2.1709781592149455,
24,WEST PARK,BUS,2021-08,0.8054,0.7141833333333333,0.03231528862300154,2.822709329036909,
24,WEST PARK,BUS,2022-06,0.6382,0.7493666666666666,0.03484157217341364,-3.1906329058105465,
24,WEST PARK,BUS,2022-07,0.6438,0.7401083333333333,0.04736963849888641,-2.0331236713068286,
24,WEST PARK,BUS,2022-09,0.5748,0.7267333333333333,0.04988467305756971,-3.045691672830927,
24,WEST PARK,BUS,2024-07,0.7637,0.6307166666666667,0.03863427195763968,3.4421079159752805,
26,CHARTIERS,BUS,2019-07,0.8165,0.7653666666666666,0.02044687425174484,2.500789739486459,
26,CHARTIERS,BUS,2019-08,0.848,0.7726714285714286,0.02686842721396958,2.803609263344085,
26,CHARTIERS,BUS,2021-06,0.7961,0.8419833333333333,0.016567922640031308,-2.7694077483480193,
26,CHARTIERS,BUS,2022-10,0.8605,0.8001999999999999,0.016910298099624823,3.565874453823967,
26,CHARTIERS,BUS,2023-05,0.7901,0.8292416666666665,0.01955614101798088,-2.0015025781762232,
26,CHARTIERS,BUS,2023-06,0.7837,0.8290833333333333,0.019889916738860182,-2.2817256567326427,
26,CHARTIERS,BUS,2023-07,0.7435,0.827675,0.022515131275736303,-3.7385969004192385,
26,CHARTIERS,BUS,2024-06,0.7009,0.8150083333333334,0.029201508626449525,-3.9076177465015913,
26,CHARTIERS,BUS,2025-05,0.684,0.7616166666666667,0.03349783801255178,-2.317064959164928,
27,FAIRYWOOD,BUS,2019-12,0.8359,0.7680818181818182,0.02985159353139523,2.271844608458061,
27,FAIRYWOOD,BUS,2020-01,0.8488,0.7737333333333334,0.034545367623495096,2.1729879237299548,
27,FAIRYWOOD,BUS,2020-02,0.8619,0.7787916666666667,0.04073056610399017,2.0404414002287,
27,FAIRYWOOD,BUS,2020-12,0.7735,0.8232750000000001,0.022921769128930226,-2.171516505555309,
27,FAIRYWOOD,BUS,2021-03,0.8682,0.8114416666666666,0.02117985570958345,2.6798262514910043,
27,FAIRYWOOD,BUS,2021-07,0.7699,0.8255583333333334,0.026981625341342665,-2.062823593063934,
27,FAIRYWOOD,BUS,2022-06,0.7631,0.81235,0.022486501001105406,-2.1902029131868472,
27,FAIRYWOOD,BUS,2022-09,0.727,0.804075,0.02954605418971896,-2.608639363655521,
27,FAIRYWOOD,BUS,2023-06,0.7129,0.8034083333333334,0.04158258941461239,-2.17659204507183,
27,FAIRYWOOD,BUS,2023-07,0.6912,0.799225,0.048031450397346125,-2.2490472202348615,
27,FAIRYWOOD,BUS,2024-08,0.686,0.7848,0.044358231787039536,-2.22732052247554,
27,FAIRYWOOD,BUS,2024-09,0.6706,0.77995,0.05176431729922207,-2.112459039455803,
28X,AIRPORT FLYER,BUS,2019-07,0.5947,0.6312333333333333,0.01738225148439256,-2.1017607164489833,
28X,AIRPORT FLYER,BUS,2019-08,0.5617,0.6260142857142857,0.021034608670112274,-3.0575461004734006,
28X,AIRPORT FLYER,BUS,2019-09,0.5404,0.6179749999999999,0.02993806702415603,-2.5911826550928376,
28X,AIRPORT FLYER,BUS,2021-02,0.6444,0.6774416666666667,0.01549571543910465,-2.1323098501979145,
28X,AIRPORT FLYER,BUS,2021-04,0.5976,0.672975,0.019356940263472542,-3.8939521935827917,
28X,AIRPORT FLYER,BUS,2021-05,0.5653,0.6668583333333333,0.02915496085444549,-3.4833980343982485,
28X,AIRPORT FLYER,BUS,2022-01,0.7054,0.6187166666666667,0.03778380685698657,2.2941926858093917,
28X,AIRPORT FLYER,BUS,2022-09,0.5521,0.6407333333333334,0.034027324136328925,-2.6047694193709714,
28X,AIRPORT FLYER,BUS,2022-11,0.552,0.6364333333333333,0.042005201698087066,-2.0100685134236214,
28X,AIRPORT FLYER,BUS,2025-02,0.6308,0.6002333333333333,0.014929064595512798,2.047460272618427,
28X,AIRPORT FLYER,BUS,2025-03,0.6513,0.6019333333333333,0.017183307615418045,2.872943194147994,
28X,AIRPORT FLYER,BUS,2025-06,0.573,0.6122416666666667,0.01619261663022231,-2.4234296138046703,
28X,AIRPORT FLYER,BUS,2025-07,0.5443,0.6092416666666667,0.01978431234972636,-3.2824828843528087,
28X,AIRPORT FLYER,BUS,2025-08,0.5181,0.6049083333333333,0.027186576177268915,-3.1930586907046776,
29,ROBINSON,BUS,2019-12,0.5213,0.6039909090909091,0.0398371297797784,-2.0757245702195046,
29,ROBINSON,BUS,2020-07,0.7303,0.5864083333333333,0.04300901508739621,3.3456164102868304,
29,ROBINSON,BUS,2021-07,0.7616,0.6231083333333333,0.04871629293131508,2.8428203037108277,
29,ROBINSON,BUS,2024-06,0.6053,0.68065,0.02151863885522995,-3.50161553000304,
29,ROBINSON,BUS,2024-08,0.7466,0.6752916666666667,0.030855306257472497,2.3110557626069244,
29,ROBINSON,BUS,2025-05,0.5629,0.667525,0.04776923934157554,-2.1902169982627426,
31,BRIDGEVILLE,BUS,2019-09,0.5818,0.6819125,0.032880886219374184,-3.0447019989689763,
31,BRIDGEVILLE,BUS,2019-10,0.5713,0.6707888888888889,0.04538304871988124,-2.19220373454781,
31,BRIDGEVILLE,BUS,2020-09,0.5077,0.64485,0.04332508196498564,-3.1656027820291612,
31,BRIDGEVILLE,BUS,2020-10,0.521,0.638675,0.05642770314143731,-2.0854118358325686,
31,BRIDGEVILLE,BUS,2021-06,0.7157,0.5950833333333333,0.057614373732654954,2.0935169273271645,
31,BRIDGEVILLE,BUS,2022-05,0.757,0.697775,0.024205976910295905,2.446709761786515,
31,BRIDGEVILLE,BUS,2022-06,0.6465,0.7073833333333334,0.02276475878247346,-2.6744554561328076,
31,BRIDGEVILLE,BUS,2022-07,0.6302,0.7016166666666667,0.02850699542004995,-2.5052330354126653,
31,BRIDGEVILLE,BUS,2023-01,0.7864,0.6916333333333333,0.03637579948095643,2.605211927129717,
31,BRIDGEVILLE,BUS,2024-07,0.7553,0.6626083333333334,0.038273452901060115,2.421826609328452,
36,BANKSVILLE,BUS,2020-01,0.7562,0.6811333333333334,0.020565608243478778,3.6501068083152743,
36,BANKSVILLE,BUS,2020-02,0.7716,0.6890583333333332,0.028813489843642653,2.8646882801972895,
36,BANKSVILLE,BUS,2022-01,0.793,0.734125,0.023225617713676146,2.534916432613636,
36,BANKSVILLE,BUS,2022-08,0.6803,0.7404416666666668,0.02875250055001818,-2.091702130812714,
36,BANKSVILLE,BUS,2023-02,0.7921,0.7240666666666667,0.03373291711325453,2.016823303627104,
36,BANKSVILLE,BUS,2023-03,0.8262,0.7245583333333333,0.034748563301454,2.9250609812237536,
36,BANKSVILLE,BUS,2024-07,0.8182,0.7398416666666666,0.021689899548505333,3.612664648727391,
38,GREEN TREE,BUS,2019-07,0.7458,0.6289833333333333,0.01650774565671121,7.07647604318249,
38,GREEN TREE,BUS,2022-03,0.6709,0.7376166666666667,0.01489757962851269,-4.478356104167195,
38,GREEN TREE,BUS,2022-04,0.6835,0.7326666666666667,0.024392373373410763,-2.0156573496969132,
38,GREEN TREE,BUS,2024-02,0.7623,0.6979166666666666,0.024863951025653294,2.589424877281413,
38,GREEN TREE,BUS,2024-03,0.7897,0.7018,0.030819680843135727,2.8520736618717253,
38,GREEN TREE,BUS,2024-09,0.6462,0.7346416666666666,0.038490930651573246,-2.2977274170701754,
39,BROOKLINE,BUS,2019-08,0.7236,0.7904428571428571,0.026905380945259356,-2.4843676169779187,
39,BROOKLINE,BUS,2020-02,0.8493,0.7876583333333332,0.02937077887144213,2.0987413012258385,
39,BROOKLINE,BUS,2021-08,0.7972,0.7463083333333334,0.02482895883781005,2.049689920512003,
39,BROOKLINE,BUS,2022-03,0.4,0.7690916666666667,0.024867337406665812,-14.842428066614396,
39,BROOKLINE,BUS,2024-08,0.7609,0.8482083333333333,0.039282113864926235,-2.222597633965116,
39,BROOKLINE,BUS,2025-10,0.7165,0.8552916666666667,0.04364962685112543,-3.1796759028442447,
39,BROOKLINE,BUS,2025-11,0.5479,0.8515916666666667,0.053212480735826156,-5.7071510755972215,
4,TROY HILL,BUS,2019-08,0.7405,0.6995285714285714,0.011501552690211614,3.5622519563204156,
4,TROY HILL,BUS,2019-09,0.8297,0.70465,0.017978320277489787,6.955599748468828,
4,TROY HILL,BUS,2020-10,0.6985,0.7680583333333333,0.02906849148080615,-2.392911698884081,
4,TROY HILL,BUS,2021-03,0.8116,0.7417916666666665,0.0268150384649879,2.6033277343413634,
4,TROY HILL,BUS,2022-04,0.6785,0.7471083333333334,0.02688279133008634,-2.552128329640724,
4,TROY HILL,BUS,2022-07,0.6573,0.7339083333333334,0.027898760426465757,-2.7459403988666105,
4,TROY HILL,BUS,2022-10,0.8269,0.7155333333333332,0.03526946486006214,3.157594454821862,
4,TROY HILL,BUS,2022-11,0.8133,0.7207416666666666,0.04609510836467921,2.0079860231819535,
4,TROY HILL,BUS,2023-12,0.7327,0.7825083333333334,0.01494818069400369,-3.3320665807387146,
4,TROY HILL,BUS,2024-01,0.7247,0.77845,0.02075819662862616,-2.5893386097844906,
4,TROY HILL,BUS,2024-03,0.7122,0.7736833333333334,0.026158253810685123,-2.3504372187190348,
4,TROY HILL,BUS,2024-04,0.6741,0.7669333333333334,0.030717697988243697,-3.0221448680452085,
4,TROY HILL,BUS,2025-06,0.7981,0.763325,0.01663753286998934,2.0901536466820083,
40,MOUNT WASHINGTON,BUS,2019-07,0.8172,0.75625,0.01397308126362969,4.361958457841782,
40,MOUNT WASHINGTON,BUS,2019-11,0.8408,0.76741,0.029815672612458936,2.4614571320900813,
40,MOUNT WASHINGTON,BUS,2020-09,0.7229,0.7971249999999999,0.02678544805062505,-2.7710942098005265,
40,MOUNT WASHINGTON,BUS,2020-10,0.7173,0.7918166666666667,0.0343147154580903,-2.1715659206813576,
40,MOUNT WASHINGTON,BUS,2021-04,0.8189,0.7568583333333333,0.024383096169023805,2.5444540035684295,
40,MOUNT WASHINGTON,BUS,2022-06,0.7284,0.7842416666666666,0.01649988751109525,-3.3843665072938327,
40,MOUNT WASHINGTON,BUS,2022-08,0.6792,0.7807249999999999,0.02200723538045871,-4.613255515508723,
40,MOUNT WASHINGTON,BUS,2023-10,0.7026,0.7686166666666666,0.017898797995870117,-3.6883296119604783,
40,MOUNT WASHINGTON,BUS,2024-10,0.6492,0.7641999999999999,0.03171050872559993,-3.626558028290484,
40,MOUNT WASHINGTON,BUS,2025-11,0.5692,0.7273583333333334,0.040855698575113314,-3.871145001781303,
41,BOWER HILL,BUS,2019-08,0.5463,0.6779000000000001,0.01709795309386474,-7.696827759296057,
41,BOWER HILL,BUS,2021-02,0.8235,0.7583166666666666,0.02995702477438848,2.1758947633898993,
41,BOWER HILL,BUS,2022-03,0.9375,0.7837999999999999,0.022064739456261872,6.965865167122139,
41,BOWER HILL,BUS,2024-01,0.8208,0.7775916666666666,0.021045425256867846,2.053098609600822,
41,BOWER HILL,BUS,2024-02,0.8582,0.7800583333333333,0.024272635483880246,3.2193317746052545,
41,BOWER HILL,BUS,2024-11,0.7274,0.8073750000000001,0.027363018340952398,-2.922740430294811,
41,BOWER HILL,BUS,2025-03,0.8592,0.7873833333333334,0.033912315631863726,2.117716390890989,
41,BOWER HILL,BUS,2025-10,0.7089,0.7960916666666665,0.04170488217187176,-2.0906824843033314,
41,BOWER HILL,BUS,2025-11,0.6007,0.7902666666666667,0.048643869712493695,-3.8970309678709287,
43,BAILEY,BUS,2019-09,0.8235,0.7700375,0.017049251135628052,3.135768226692295,
43,BAILEY,BUS,2020-07,0.7299,0.791475,0.029210151566629285,-2.108000017033308,
43,BAILEY,BUS,2021-09,0.8296,0.776475,0.024874343298777964,2.135734775462793,
43,BAILEY,BUS,2022-07,0.7411,0.7997083333333332,0.020380893830579352,-2.875650784530251,
43,BAILEY,BUS,2022-08,0.7193,0.7978166666666665,0.024627731351368237,-3.1881404562383424,
43,BAILEY,BUS,2024-01,0.7589,0.8177583333333334,0.02705756349755556,-2.1753005712672815,
43,BAILEY,BUS,2024-04,0.7359,0.7993999999999999,0.02864843324289721,-2.216526099756028,
43,BAILEY,BUS,2024-09,0.866,0.7851166666666666,0.03310684722732367,2.4430998451153925,
44,VIA KNOXVILLE,BUS,2020-02,0.8306,0.747775,0.028894073786851177,2.866504758414897,
44,VIA KNOXVILLE,BUS,2020-03,0.825,0.7514583333333333,0.036167324739160324,2.0333731399004766,COVID-19 shutdown begins
44,VIA KNOXVILLE,BUS,2021-08,0.628,0.7527916666666666,0.014995239143464758,-8.32208579488067,
44,VIA KNOXVILLE,BUS,2022-06,0.6424,0.7592833333333333,0.04338461883565595,-2.6941191710383765,
44,VIA KNOXVILLE,BUS,2023-07,0.4809,0.6928916666666667,0.02588739455738464,-8.188991989778822,
44,VIA KNOXVILLE,BUS,2024-08,0.507,0.7173583333333333,0.04962650425168424,-4.238830369080331,
44,VIA KNOXVILLE,BUS,2024-10,0.557,0.7113166666666667,0.07218243091870308,-2.137870181186734,
48,ARLINGTON,BUS,2021-03,0.8182,0.7478833333333332,0.031061400581117088,2.2637957513549423,
48,ARLINGTON,BUS,2022-05,0.7179,0.762625,0.02108580414315871,-2.121095296928054,
48,ARLINGTON,BUS,2022-06,0.6811,0.7570916666666667,0.0234594992713106,-3.2392706164704634,
48,ARLINGTON,BUS,2022-07,0.6547,0.7475166666666667,0.028942791011151162,-3.206901042505061,
48,ARLINGTON,BUS,2022-08,0.6512,0.7375333333333334,0.0380255496244624,-2.2704032995171715,
48,ARLINGTON,BUS,2024-08,0.6757,0.7723833333333334,0.03651457575303615,-2.6478010859894585,
48,ARLINGTON,BUS,2025-11,0.7996,0.75835,0.012711090361641399,3.2451976051150773,
51,CARRICK,BUS,2019-12,0.7366,0.6389545454545454,0.04020483462561098,2.4286993207342586,
51,CARRICK,BUS,2020-01,0.7683,0.6470916666666667,0.047581861676547085,2.5473642489502755,
51,CARRICK,BUS,2022-08,0.6678,0.7286250000000001,0.02813112559555159,-2.1621957426978486,
51,CARRICK,BUS,2022-09,0.6146,0.7229666666666668,0.03298813377105383,-3.2850196200476023,
51,CARRICK,BUS,2025-02,0.7542,0.6813916666666667,0.02528544167314553,2.8794566563043085,
51L,CARRICK LIMITED,BUS,2020-03,0.7937,0.6967,0.045941999006652676,2.1113578446152026,COVID-19 shutdown begins
51L,CARRICK LIMITED,BUS,2021-08,0.7575,0.8080916666666665,0.02185145962810741,-2.315253421404894,
51L,CARRICK LIMITED,BUS,2021-09,0.699,0.8061166666666666,0.025301628885161614,-4.233587772267352,
51L,CARRICK LIMITED,BUS,2022-09,0.5325,0.7368583333333333,0.028951792481274878,-7.058572745211059,
51L,CARRICK LIMITED,BUS,2024-03,0.7828,0.688275,0.03623865653239282,2.6084024366495644,
52L,HOMEVILLE LIMITED,BUS,2019-09,0.6281,0.7401875,0.035367072559494846,-3.1692614595523927,
52L,HOMEVILLE LIMITED,BUS,2019-11,0.5915,0.71799,0.05624093902329712,-2.249073400918912,
52L,HOMEVILLE LIMITED,BUS,2021-04,0.7146,0.6217583333333333,0.04323846053800906,2.147201022225424,
52L,HOMEVILLE LIMITED,BUS,2021-07,0.7527,0.6437416666666667,0.05013489908298011,2.1733031346685756,
52L,HOMEVILLE LIMITED,BUS,2022-09,0.6129,0.6766166666666665,0.018120748195135532,-3.516227143632574,
52L,HOMEVILLE LIMITED,BUS,2022-10,0.7838,0.673725,0.024734007689083213,4.450350359055785,
52L,HOMEVILLE LIMITED,BUS,2023-10,0.6002,0.7143916666666666,0.044855899750470454,-2.5457446467890557,
52L,HOMEVILLE LIMITED,BUS,2025-05,0.5592,0.67925,0.034486295038095124,-3.48109299266237,
53L,HOMESTEAD PARK LIMITED,BUS,2020-01,0.7662,0.6752666666666666,0.024730413125003223,3.676983998354519,
53L,HOMESTEAD PARK LIMITED,BUS,2020-03,0.7702,0.6830916666666668,0.03778406249714128,2.305425292474143,COVID-19 shutdown begins
53L,HOMESTEAD PARK LIMITED,BUS,2021-09,0.6559,0.7067749999999999,0.023293702816621544,-2.184066672461251,
53L,HOMESTEAD PARK LIMITED,BUS,2022-06,0.6486,0.7037916666666667,0.027533961123519902,-2.004494246907367,
53L,HOMESTEAD PARK LIMITED,BUS,2022-09,0.5768,0.693775,0.034634589253046764,-3.3774039918694836,
53L,HOMESTEAD PARK LIMITED,BUS,2023-09,0.54,0.6410833333333333,0.03552143612302886,-2.8456995089734023,
53L,HOMESTEAD PARK LIMITED,BUS,2024-05,0.5205,0.6017166666666668,0.03736896703107672,-2.1733720014022744,
53L,HOMESTEAD PARK LIMITED,BUS,2025-10,0.4692,0.5914583333333333,0.02801630883264356,-4.363827300150349,
53L,HOMESTEAD PARK LIMITED,BUS,2025-11,0.444,0.5816416666666667,0.045130990326811796,-3.049825977004883,
54,NORTH SIDE-OAKLAND-SOUTH SIDE,BUS,2020-05,0.6432,0.7026083333333334,0.015464531755738425,-3.8415863002957553,COVID-19 reduced service
54,NORTH SIDE-OAKLAND-SOUTH SIDE,BUS,2020-06,0.6308,0.6964333333333332,0.022333437358418903,-2.938792281726028,COVID-19 partial recovery
54,NORTH SIDE-OAKLAND-SOUTH SIDE,BUS,2020-07,0.6122,0.6919583333333333,0.029250686342633843,-2.7267166451777567,
54,NORTH SIDE-OAKLAND-SOUTH SIDE,BUS,2022-07,0.6127,0.6498583333333333,0.015921481105915968,-2.3338490361632447,
54,NORTH SIDE-OAKLAND-SOUTH SIDE,BUS,2022-09,0.5977,0.6444083333333334,0.01797677584265164,-2.5982597626051116,
54,NORTH SIDE-OAKLAND-SOUTH SIDE,BUS,2022-10,0.6868,0.6428416666666666,0.021166330825299718,2.076804605207755,
54,NORTH SIDE-OAKLAND-SOUTH SIDE,BUS,2022-12,0.7143,0.6514416666666667,0.026230601779161505,2.396374046716312,
54,NORTH SIDE-OAKLAND-SOUTH SIDE,BUS,2023-01,0.7196,0.65475,0.031409335612781565,2.0646727711620305,
54,NORTH SIDE-OAKLAND-SOUTH SIDE,BUS,2023-10,0.6474,0.6983166666666668,0.01148713377759132,-4.4324953162810035,
54,NORTH SIDE-OAKLAND-SOUTH SIDE,BUS,2023-11,0.6528,0.6950333333333333,0.018542351196081382,-2.277668721011958,
54,NORTH SIDE-OAKLAND-SOUTH SIDE,BUS,2024-04,0.6333,0.6763083333333334,0.021077927202443784,-2.040444153747102,
54,NORTH SIDE-OAKLAND-SOUTH SIDE,BUS,2024-05,0.6056,0.672,0.024193349950310302,-2.744555844328138,
54,NORTH SIDE-OAKLAND-SOUTH SIDE,BUS,2024-12,0.7054,0.6547583333333333,0.020072299244721932,2.522962917662911,
54,NORTH SIDE-OAKLAND-SOUTH SIDE,BUS,2025-02,0.7208,0.6609333333333333,0.026315682615412617,2.2749425709977182,
54,NORTH SIDE-OAKLAND-SOUTH SIDE,BUS,2025-06,0.5899,0.6734083333333333,0.026658290824750328,-3.132546414258552,
55,GLASSPORT,BUS,2019-07,0.7709,0.7401333333333334,0.008253161010586622,3.7278645875442287,
55,GLASSPORT,BUS,2020-01,0.7835,0.7425666666666667,0.016915314918377337,2.419897798583814,
55,GLASSPORT,BUS,2020-03,0.8074,0.7493166666666666,0.020158771306953684,2.881293331270531,COVID-19 shutdown begins
55,GLASSPORT,BUS,2020-04,0.8173,0.7541916666666667,0.02621319786718592,2.4075022686313785,COVID-19 reduced service
55,GLASSPORT,BUS,2021-12,0.6913,0.7816749999999999,0.02122087844124656,-4.258777517161588,
55,GLASSPORT,BUS,2022-01,0.5795,0.7765583333333334,0.03298416860840765,-5.974330766763763,
55,GLASSPORT,BUS,2022-02,0.5829,0.758425,0.06496972896525108,-2.70164279265932,
55,GLASSPORT,BUS,2022-03,0.522,0.7415333333333333,0.08150757168769208,-2.6934103027201766,
55,GLASSPORT,BUS,2023-10,0.6252,0.7166916666666667,0.02487289354565286,-3.6783684414818367,
55,GLASSPORT,BUS,2024-05,0.5343,0.688575,0.031776181045214714,-4.85505164325695,
55,GLASSPORT,BUS,2025-08,0.5621,0.6723583333333333,0.05298444811852196,-2.080956530616195,
55,GLASSPORT,BUS,2025-09,0.5342,0.6662333333333333,0.06122715281984259,-2.1564506473432448,
56,LINCOLN PLACE,BUS,2021-04,0.7646,0.6837749999999999,0.03834653297117103,2.107752480798313,
56,LINCOLN PLACE,BUS,2021-12,0.6423,0.7258,0.021435527009659686,-3.8954022433118465,
56,LINCOLN PLACE,BUS,2022-01,0.5453,0.7205583333333333,0.03201205620425329,-5.474760265791597,
56,LINCOLN PLACE,BUS,2022-02,0.554,0.707525,0.059995395656667026,-2.5589463711277207,
56,LINCOLN PLACE,BUS,2022-03,0.3651,0.6929833333333333,0.07396951255672027,-4.4326820875277555,
56,LINCOLN PLACE,BUS,2024-04,0.616,0.7037583333333334,0.0219547658248564,-3.9972338595375287,
56,LINCOLN PLACE,BUS,2024-05,0.6072,0.6964166666666666,0.03351626018770189,-2.661892053797901,
56,LINCOLN PLACE,BUS,2024-10,0.4865,0.66845,0.04518926863758706,-4.026398423466839,
57,HAZELWOOD,BUS,2019-09,0.552,0.6708625,0.04215139169029381,-2.8198950315410443,
57,HAZELWOOD,BUS,2020-04,0.7587,0.6325666666666666,0.04296929841247812,2.935429201625149,COVID-19 reduced service
57,HAZELWOOD,BUS,2022-05,0.6386,0.6947333333333333,0.024207824930770016,-2.318809454953698,
57,HAZELWOOD,BUS,2022-06,0.6261,0.6894333333333332,0.028926751799968706,-2.189438128805107,
57,HAZELWOOD,BUS,2022-07,0.6065,0.6869416666666667,0.033060755596417996,-2.4331466482085538,
57,HAZELWOOD,BUS,2022-09,0.3707,0.6775333333333333,0.0416957232019467,-7.358868242846735,
57,HAZELWOOD,BUS,2025-01,0.7194,0.6566333333333333,0.020410707231671123,3.075183331681532,
57,HAZELWOOD,BUS,2025-10,0.5357,0.6687500000000001,0.02568598839834709,-5.179866857238087,
57,HAZELWOOD,BUS,2025-11,0.4885,0.6601666666666667,0.045897798191066874,-3.740193940285317,
58,GREENFIELD,BUS,2019-07,0.7514,0.6933833333333334,0.015990299142500955,3.6282414825162888,
58,GREENFIELD,BUS,2019-08,0.76,0.7016714285714285,0.026342406514067385,2.2142461205062207,
58,GREENFIELD,BUS,2021-12,0.6612,0.7195166666666667,0.018330988830806375,-3.1813159238121336,
58,GREENFIELD,BUS,2022-01,0.6504,0.7136666666666667,0.024393044214706044,-2.593635550765926,
58,GREENFIELD,BUS,2022-02,0.6449,0.7094166666666667,0.03042229545261271,-2.12070344156512,
58,GREENFIELD,BUS,2022-03,0.619,0.7034833333333333,0.03551690591902125,-2.3786794245522356,
