model,feature,coefficient,std_error,p_value,beta_weight,r_squared,adj_r_squared,n
month_only,intercept,0.7336690129777869,0.012236683106199953,0.0,NaN,0.4955266431829404,0.39292189264387745,72
month_only,month_Feb,-0.017974520493782627,0.01594124726279817,0.26407556107152685,-0.14117909236375267,0.4955266431829404,0.39292189264387745,72
month_only,month_Mar,-0.0073913121941687684,0.015943619060454953,0.6446468470752766,-0.0580543301453204,0.4955266431829404,0.39292189264387745,72
month_only,month_Apr,-0.024767809188973523,0.015947571272672108,0.12575285312646312,-0.19453630611995465,0.4955266431829404,0.39292189264387745,72
month_only,month_May,-0.030828540567699618,0.01595310272485688,0.05810945509859056,-0.24213972093177308,0.4955266431829404,0.39292189264387745,72
month_only,month_Jun,-0.0372564699848577,0.0159602117750214,0.023002441614285773,-0.29262725639657416,0.4955266431829404,0.39292189264387745,72
month_only,month_Jul,-0.02542067382608408,0.015968896316215946,0.11675436131757588,-0.19966416680116397,0.4955266431829404,0.39292189264387745,72
month_only,month_Aug,-0.03646914101408807,0.015979153779640497,0.026093563894401317,-0.28644325891394906,0.4955266431829404,0.39292189264387745,72
month_only,month_Sep,-0.061568194650269165,0.015990981138428173,0.0002929311479107355,-0.4835812917627738,0.4955266431829404,0.39292189264387745,72
month_only,month_Oct,-0.039594585504091125,0.016004374912084316,0.016257818986008754,-0.3109917533499787,0.4955266431829404,0.39292189264387745,72
month_only,month_Nov,-0.021888569012915415,0.0160193311715678,0.17700338873096433,-0.17192159910211016,0.4955266431829404,0.39292189264387745,72
month_only,month_Dec,-0.006682184523901371,0.016035845544996832,0.6784078616222391,-0.05248455703827127,0.4955266431829404,0.39292189264387745,72
month_only,linear_trend,-0.0008484678708174376,0.00015877074797026683,1.537021477204803e-6,-0.5011103331841512,0.4955266431829404,0.39292189264387745,72
weather_only,intercept,0.6742429945252195,0.04383411717773617,0.0,NaN,0.43225032569910204,0.3798426634559423,72
weather_only,total_precip_mm,-0.0001264559234847237,0.0000945051889160513,0.18553130902679094,-0.13787049738971963,0.43225032569910204,0.3798426634559423,72
weather_only,snow_days,0.0012032462469648594,0.0018913299219810705,0.5268861323425846,0.13334247522641404,0.43225032569910204,0.3798426634559423,72
weather_only,mean_tmax_c,0.0002168739813766656,0.0010246754932573326,0.8330412587827043,0.05524079377858986,0.43225032569910204,0.3798426634559423,72
weather_only,freeze_days,0.0005442755003030035,0.0010457170329160085,0.6044970376756684,0.14499952842890565,0.43225032569910204,0.3798426634559423,72
weather_only,mean_wind_ms,0.010447639435549912,0.009382020179136807,0.2695600376924734,0.16347063044278803,0.43225032569910204,0.3798426634559423,72
weather_only,linear_trend,-0.0008328133830950171,0.00016620231117854176,4.422179012308902e-6,-0.49186469663358673,0.43225032569910204,0.3798426634559423,72
month_plus_weather,intercept,0.7335642761651671,0.07589632854191487,2.2493118478905672e-13,NaN,0.5349937581164237,0.38860290419011256,72
month_plus_weather,month_Feb,-0.02131882844576692,0.01844550579727219,0.2528619908089713,-0.16744662820201542,0.5349937581164237,0.38860290419011256,72
month_plus_weather,month_Mar,-0.0176842825066099,0.025010184769654435,0.4825550691146845,-0.1388994468170077,0.5349937581164237,0.38860290419011256,72
month_plus_weather,month_Apr,-0.04484918345724701,0.03326244972568719,0.18317666644363717,-0.3522634729499303,0.5349937581164237,0.38860290419011256,72
month_plus_weather,month_May,-0.06030198271375513,0.04120791241641375,0.14916593108951748,-0.4736359554185283,0.5349937581164237,0.38860290419011256,72
month_plus_weather,month_Jun,-0.0766183442789996,0.05008951231847025,0.1319460797920149,-0.6017912025783523,0.5349937581164237,0.38860290419011256,72
month_plus_weather,month_Jul,-0.06603058160688545,0.05495285255829014,0.23476737997682706,-0.5186306684918416,0.5349937581164237,0.38860290419011256,72
month_plus_weather,month_Aug,-0.0736478438507157,0.05248388514366983,0.1662674538607294,-0.5784597009410029,0.5349937581164237,0.38860290419011256,72
month_plus_weather,month_Sep,-0.09832075407559346,0.04642837863328215,0.03882181985187527,-0.7722506325391764,0.5349937581164237,0.38860290419011256,72
month_plus_weather,month_Oct,-0.06362846068219646,0.036200797857432535,0.08447397999670114,-0.49976344741560347,0.5349937581164237,0.38860290419011256,72
month_plus_weather,month_Nov,-0.03615264422523732,0.023790236032694447,0.13443487113338493,-0.28395736620813544,0.5349937581164237,0.38860290419011256,72
month_plus_weather,month_Dec,-0.008577545300674776,0.018654748150966384,0.6475022037276648,-0.06737148068440048,0.5349937581164237,0.38860290419011256,72
month_plus_weather,total_precip_mm,-0.00021019618964996227,0.00009976011431117539,0.03977660831627139,-0.22916959852786176,0.5349937581164237,0.38860290419011256,72
month_plus_weather,snow_days,0.0018482915833842124,0.0024244486058272105,0.4491651570934658,0.20482571650671985,0.5349937581164237,0.38860290419011256,72
month_plus_weather,mean_tmax_c,0.001983222575345648,0.002806267220569892,0.48278396356207187,0.5051541388519015,0.5349937581164237,0.38860290419011256,72
month_plus_weather,freeze_days,-0.0007422888170789617,0.0015460044560129463,0.6330716080143819,-0.19775192595400698,0.5349937581164237,0.38860290419011256,72
month_plus_weather,mean_wind_ms,0.0036467003398488475,0.015131729387484489,0.8104702025879162,0.057058669306924,0.5349937581164237,0.38860290419011256,72
month_plus_weather,linear_trend,-0.0009742782158716863,0.00018139019637191227,1.698679753525667e-6,-0.5754146953132775,0.5349937581164237,0.38860290419011256,72
panel_fixed_effects,intercept,-0.045710528618380895,0.010220590712308688,7.863065887958598e-6,NaN,0.044717048657250125,0.04400051479035638,6672
panel_fixed_effects,total_precip_mm,-0.000013091026988967499,0.00002253996326585598,0.5614003819613562,-0.007493676852683549,0.044717048657250125,0.04400051479035638,6672
panel_fixed_effects,snow_days,0.000560882832472955,0.0004603433828957543,0.223114749161905,0.03267626507689382,0.044717048657250125,0.04400051479035638,6672
panel_fixed_effects,mean_tmax_c,0.0003366269918185102,0.0002488403405371915,0.17617083407517087,0.04506822198207747,0.044717048657250125,0.04400051479035638,6672
panel_fixed_effects,freeze_days,0.0011440957380613485,0.0002519409202262035,5.693832389797038e-6,0.16027212230620055,0.044717048657250125,0.04400051479035638,6672
panel_fixed_effects,mean_wind_ms,0.009683220330851203,0.0022774296696748287,0.000021493603716615794,0.07967685103422721,0.044717048657250125,0.04400051479035638,6672
