route_id,lag,correlation,p_value
28X,1,-0.16136267713184124,0.18530681347434966
28X,2,-0.1503962765426771,0.22088301877548175
28X,3,-0.11295381315164235,0.3627779205812455
28X,4,-0.08519855969583329,0.4963969058895298
28X,5,-0.0652462670499784,0.6055916403540627
28X,6,-0.10271817147377213,0.4192695989268168
29,0,0.24336811784162066,0.04234283169482547
29,1,0.15896353254917062,0.1920152762718742
29,2,0.079360834127979,0.5200235614552036
29,3,-0.0053651903260582175,0.9656299371423208
29,4,-0.08001286593909845,0.52306177075759
29,5,-0.12690785352941714,0.31374665674670127
29,6,-0.16720293249964624,0.1866420389766101
31,0,-0.12378200479601804,0.3072923477937465
31,1,-0.1668759083700339,0.17053619517035531
31,2,-0.18932347793554932,0.12203747516704384
31,3,-0.18931180103860734,0.12494765200460863
31,4,-0.19003982391502577,0.12642382865042948
31,5,-0.24356062769759265,0.050571370546073476
31,6,-0.3038316378958209,0.014656830843048117
36,0,0.0025960153708684507,0.9831098862589861
36,1,0.04338854027329458,0.7253458899381986
36,2,0.050357855547638,0.6857005186757503
36,3,0.046143563209969526,0.712943618415508
36,4,0.00008016264372643495,0.999494339510233
36,5,-0.051409215676200395,0.6866283836794111
36,6,-0.09095872043736325,0.4783388160784491
38,0,-0.4743538344726395,0.00003347738638913349
38,1,-0.46847767424943654,0.00004914925910219671
38,2,-0.46478162290885056,0.00006524616227381604
38,3,-0.4829919705804008,0.000034779545681439013
38,4,-0.4920798995990531,0.00002711929298950281
38,5,-0.48938520065743374,0.00003518906107602476
38,6,-0.4740382572531643,0.00007596077482756991
39,0,-0.35040006229993453,0.00294166490353866
39,1,-0.24121778152712403,0.04585887276817231
39,2,-0.2553858367622574,0.03556086521425088
39,3,-0.22182684690865126,0.07121404046462294
39,4,-0.22764402145570797,0.06602262184354771
39,5,-0.15410015789109457,0.22033975067900405
39,6,-0.040435384605024244,0.7510635777673229
4,0,-0.2996435462569239,0.011733757927867834
4,1,-0.24123974834110554,0.0458385064969487
4,2,-0.17491145238221958,0.1536837287005322
4,3,-0.13841985326845785,0.26395981310542915
4,4,-0.14157453120620042,0.25683493176074024
4,5,-0.09017522087323637,0.4750004261068924
4,6,0.031350118642571465,0.8057454897844315
40,0,-0.447324149376386,0.00010343090303648544
40,1,-0.4059160153238754,0.0005392729606005602
40,2,-0.3719592154411036,0.0017885151696014575
40,3,-0.327783854874443,0.006773421959737188
40,4,-0.31014287749414854,0.011267260239158269
40,5,-0.22033761565238377,0.0777831604507088
40,6,-0.1246877337696585,0.3262576753412153
41,0,-0.23969384606008645,0.047290065253032754
41,1,-0.11644644890378099,0.34432124041758866
41,2,-0.09166288836490971,0.4606794544170961
41,3,-0.13641751332724905,0.2747445426653873
41,4,-0.15342815290450362,0.22238298298336326
41,5,-0.19954921481460625,0.11390654981978483
41,6,-0.22680717204331896,0.07384842726306849
43,0,-0.4385853311170309,0.0001635821445768918
43,1,-0.3742237322679296,0.0016677277910158797
43,2,-0.3273928779464427,0.006843549159236451
43,3,-0.3312221336689218,0.006595810283122882
43,4,-0.38827757862516654,0.0013932256376842972
43,5,-0.38569890482490715,0.0016465729429515075
43,6,-0.2914822665314972,0.020459195546097188
44,0,-0.22953328226260947,0.055948034439263335
44,1,-0.1320176559447518,0.27955112567386264
44,2,-0.06842151722470448,0.5792995493228628
44,3,-0.11343164729970935,0.360738103781428
44,4,-0.12317728569359322,0.3244591554698097
44,5,-0.14728397142843686,0.241679488893621
44,6,-0.15558477864789846,0.21958265501771246
48,0,-0.020824856689509674,0.8641336714505373
48,1,-0.03525826843529918,0.7736406404216019
48,2,-0.0637342224028429,0.60561178380276
48,3,0.011096652032710477,0.9289838425847617
48,4,0.06260855999896069,0.6174930699036688
48,5,0.07948438341224742,0.5290960393867139
48,6,0.09536201151727466,0.4535133039133641
51,0,-0.5994738510008547,4.173907838251142e-8
51,1,-0.6053275998061659,3.59182924290728e-8
51,2,-0.6342228195588951,6.377732781692958e-9
51,3,-0.6479246873309504,3.0892902438564802e-9
51,4,-0.6473493546279091,4.260768829702024e-9
51,5,-0.6482010595606565,5.298413340493101e-9
51,6,-0.5593861775373531,1.5481669159636607e-6
51L,0,0.5592884395478519,4.83595074286198e-7
51L,1,0.5617282383157373,5.11921479749561e-7
51L,2,0.49777314180833826,0.000015677285757207643
51L,3,0.4334775381055354,0.00024803792161990664
51L,4,0.3755395122443979,0.0018887723492598224
51L,5,0.3740557564446986,0.002144328648292764
