stop_id,stop_code,stop_name,classification,auth_class,auth_has_signal,heur_has_signal
10005,10005,KEEPORT DR + YOUNGRIDGE,mid_block,none,0,0
10016,10016,BROWNSVILLE RD + NOBLES LN,near_side,nearside,1,1
10018,10018,BROWNSVILLE RD + THE BOULEVARD,mid_block,none,0,0
10019,10019,BROWNSVILLE RD + E MEYERS AVE,mid_block,none,0,0
10022,10022,BROWNSVILLE RD + CRAILO AVE,near_side,nearside,1,1
10023,10023,BROWNSVILLE RD + AGNEW RD,mid_block,none,0,0
10025,10025,BROWNSVILLE RD + WOODFORD AVE,mid_block,none,0,0
10026,10026,BROWNSVILLE RD + PARKFIELD ST,near_side,nearside,1,1
10027,10027,BROWNSVILLE RD + OVERBROOK BLVD,mid_block,none,0,0
10028,10028,BROWNSVILLE RD + #2336,mid_block,none,0,0
10029,10029,BROWNSVILLE RD + BISCAYNE DR,near_side,nearside,1,1
10030,10030,BROWNSVILLE RD + CLIFTON BLVD,mid_block,none,0,0
10032,10032,BROWNSVILLE RD + CHURCHVIEW AVE,mid_block,none,0,0
10033,10033,BROWNSVILLE RD + MAYTIDE ST,near_side,nearside,1,1
10035,10035,LEBANON CHURCH RD + OTT DR FS,mid_block,none,0,0
10038,10038,LEBANON CHURCH RD + REGIS AVE,near_side,nearside,1,1
1007,1007,CENTER AVE + COLUMBIA AVE FS,mid_block,none,0,0
10075,10075,HWY RT 885 + HAMPTON RD,mid_block,none,0,0
10078,10078,HWY RT 885 + LEWIS RUN,near_side,nearside,1,1
1008,1008,CENTER AVE + BRONX AVE,mid_block,none,0,0
1009,1009,CENTER AVE + CHALFONTE AVE,mid_block,none,0,0
1010,1010,CENTER AVE + WAVERLY AVE,mid_block,none,0,0
1011,1011,CENTER AVE + PERRY HWY,near_side,nearside,1,1
10115,10115,LEBANON CHURCH RD + BOMBARDIER,near_side,nearside,1,1
10120,10120,MIFFLIN RD + SLATE,mid_block,none,0,0
10127,10127,E CARSON ST + 27TH ST,near_side,nearside,1,1
10128,10128,E CARSON ST + 26TH,near_side,nearside,1,1
10129,10129,SOUTH CAMPUS DRVWY + LIBRARY ENTRANCE,mid_block,none,0,0
1013,1013,CENTER AVE + PERRY HWY FS (STEPS),mid_block,none,0,0
10130,10130,HWY RT 885 + GORDENS,mid_block,none,0,0
10131,10131,HWY RT 885 + HUSTON,mid_block,none,0,0
10144,10144,HWY RT 51 + PRIMANTI BROTHERS,mid_block,none,0,0
10147,10147,FOURTH AVE + PPG ENTRANCE,mid_block,none,0,0
1015,1015,CENTER AVE + WAVERLY AVE,mid_block,none,0,0
10157,10157,BALDWIN ST + HOLY ANGEL SCHOOL,mid_block,none,0,0
10158,10158,BALDWIN ST + RAMP ST BRIDGE,mid_block,none,0,0
10159,10159,MIFFLIN RD + HAYS SCHOOL,mid_block,none,0,0
1016,1016,CENTER AVE + CHALFONTE AVE,mid_block,none,0,0
10160,10160,MIFFLIN RD + #669,mid_block,none,0,0
1018,1018,CENTER AVE + COLUMBIA AVE FS,mid_block,none,0,0
1019,1019,CENTER AVE + CORNELL AVE,mid_block,none,0,0
10197,10197,HWY RT 885 + SPARTZ DR,mid_block,none,0,0
10214,10214,HWY RT 885 + HUSTON,mid_block,none,0,0
10215,10215,HWY RT 885 + GORDENS,mid_block,none,0,0
10222,10222,HWY RT 51 + PRIMANTI BROTHERS,mid_block,none,0,0
10246,10246,WALNUT ST + LINDEN,mid_block,none,0,0
10248,10248,WALNUT ST + #4913,mid_block,none,0,0
10249,10249,WALNUT ST + LARCH FS,mid_block,none,0,0
10251,10251,WALNUT ST + GRANT,mid_block,none,0,0
10252,10252,OLYMPIA DRIVEWAY AT LIFE SPAN,mid_block,none,0,0
10254,10254,WALNUT ST + #3800,mid_block,none,0,0
10255,10255,WALNUT ST + EDEN PARK FS,far_side,farside,1,1
10258,10258,WALNUT ST + 33RD FS,mid_block,none,0,0
10259,10259,WALNUT ST + 31ST FS,mid_block,none,0,0
10260,10260,WALNUT ST + 30TH FS,mid_block,none,0,0
10262,10262,WALNUT ST + 28TH,near_side,nearside,1,1
10263,10263,WALNUT ST + 27TH FS,mid_block,none,0,0
10265,10265,WALNUT ST + 25TH FS,mid_block,none,0,0
10267,10267,WALNUT ST + SUNOCO STATION,mid_block,none,0,0
10271,10271,WALNUT ST + 12TH,mid_block,none,0,0
10364,10364,WALNUT ST + 9TH,near_side,nearside,1,1
10370,10370,WALNUT ST + 13TH,mid_block,none,0,0
10371,10371,WALNUT ST + 14TH,mid_block,none,0,0
10372,10372,WALNUT ST + 15TH FS,mid_block,none,0,0
10373,10373,WALNUT ST + SUNOCO STATION,mid_block,none,0,0
10375,10375,WALNUT ST + 25TH,mid_block,none,0,0
10377,10377,WALNUT ST + 28TH,near_side,nearside,1,1
10378,10378,WALNUT ST + #2906,mid_block,none,0,0
10380,10380,WALNUT ST + 33RD,mid_block,none,0,0
10382,10382,WALNUT ST + EDEN PARK,far_side,nearside,1,1
10383,10383,WALNUT ST + #3800,mid_block,none,0,0
10384,10384,WALNUT ST + LONG RUN,mid_block,none,0,0
10386,10386,WALNUT ST + GRANT,mid_block,none,0,0
10388,10388,WALNUT ST + LARCH,mid_block,none,0,0
10389,10389,WALNUT ST + WORTHINGTON,mid_block,none,0,0
10390,10390,WALNUT ST + CENTER,near_side,nearside,1,1
10391,10391,WALNUT ST + LINDEN,mid_block,none,0,0
1043,1043,BABCOCK BLVD + THOMPSON,near_side,nearside,1,1
1044,1044,THOMPSON RUN RD + RADCLIFFE,mid_block,none,0,0
1045,1045,THOMPSON RUN RD + WOODBRIDGE DR,mid_block,none,0,0
1046,1046,THOMPSON RUN RD + #218,mid_block,none,0,0
10464,10464,WALNUT ST + 5TH,near_side,nearside,1,1
1047,1047,THOMPSON RUN RD + MILLER,mid_block,none,0,0
1048,1048,THOMPSON RUN RD + LOIRE VALLEY,mid_block,none,0,0
1050,1050,THOMPSON RUN RD + SIEBERT,mid_block,none,0,0
10518,10518,LONG RUN RD + SUNSET,mid_block,none,0,0
1052,1052,THOMPSON RUN RD + ABARD,mid_block,none,0,0
1053,1053,THOMPSON RUN RD + HODIL,mid_block,none,0,0
1055,1055,THOMPSON RUN RD + CHERRINGTON,mid_block,none,0,0
10550,10550,EDEN PARK BLVD + MCKEESPORT HIGH SCHOOL DRVWY,mid_block,none,0,0
10552,10552,EDEN PARK BLVD + MAYFAIR,mid_block,none,0,0
1056,1056,THOMPSON RUN RD + BERKLEY MEADOWS,mid_block,none,0,0
1057,1057,THOMPSON RUN RD + WHITE OAK,mid_block,none,0,0
10579,10579,VERSAILLES AVE + CRAIG,mid_block,none,0,0
1058,1058,THOMPSON RUN RD + SUTTER,mid_block,none,0,0
10582,10582,VERSAILLES AVE + HAMILTON,mid_block,none,0,0
10583,10583,VERSAILLES AVE + MAPLE,mid_block,none,0,0
10584,10584,VERSAILLES AVE + PACKER,mid_block,none,0,0
10585,10585,VERSAILLES AVE + EVANS,near_side,nearside,1,1
10588,10588,EVANS AVE + COLFAX,mid_block,none,0,0
1059,1059,AMITY DR + SUTTER,mid_block,none,0,0
10592,10592,MCKEESPORT TRANSPORTATION CENTER + BAY #4,mid_block,none,0,0
10593,10593,LONG RUN RD + COOLSPRINGS,near_side,nearside,1,1
1060,1060,AMITY DR + BLAZE,mid_block,none,0,0
1061,1061,AMITY DR + #212,mid_block,none,0,0
1062,1062,AMITY DR + LINGAY,mid_block,none,0,0
10628,10628,EDEN PARK BLVD + VICTORY DR,mid_block,none,0,0
10629,10629,EDEN PARK BLVD + ONEIL,near_side,nearside,1,1
1063,1063,AMITY DR + CARRIAGE HILL,mid_block,none,0,0
1066,1066,MCINTYRE DR + CHARTERWOOD,mid_block,none,0,0
10666,10666,MCCLEARY ST + FORD,mid_block,none,0,0
10667,10667,MCCLEARY ST + VERSAILLES,mid_block,none,0,0
10668,10668,EVANS AVE + LAMONT,mid_block,none,0,0
1068,1068,LAURELWOOD DR + FENWICK,mid_block,none,0,0
1069,1069,LAURELWOOD DR + #126,mid_block,none,0,0
1070,1070,LAURELWOOD DR + ENNERDALE,mid_block,none,0,0
10700,10700,LINCOLN HWY + LINCOLN SQ SR CITIZEN HOME,mid_block,none,0,0
1071,1071,REMINGTON DR + #210,mid_block,none,0,0
1072,1072,REMINGTON DR + WALDWICK,mid_block,none,0,0
1073,1073,REMINGTON DR + BALMORAL #1,mid_block,none,0,0
1074,1074,REMINGTON DR + REGENCY,mid_block,none,0,0
10748,10748,LINCOLN HWY + LINCOLN SQ SR CITIZEN HOME,mid_block,none,0,0
1075,1075,REMINGTON DR + BALMORAL #2,mid_block,none,0,0
1077,1077,REMINGTON DR + HAZLETT,mid_block,none,0,0
1078,1078,REMINGTON DR + PEEBLES,near_side,nearside,1,1
10815,10815,W 5TH AVE + RAMP #1,near_side,nearside,1,1
10828,10828,WALNUT ST + 9TH,near_side,nearside,1,1
1083,1083,HEMLOCK DR + SAMPLE FS,mid_block,none,0,0
10831,10831,WALNUT ST + 7TH,mid_block,none,0,0
1085,1085,HEMLOCK DR + #4424,mid_block,none,0,0
10881,10881,DUQUESNE BLVD + CENTER,near_side,nearside,1,1
10884,10884,2ND ST + KENNEDY,mid_block,none,0,0
10885,10885,2ND ST + GRANT,mid_block,none,0,0
10886,10886,GRANT AVE + 1ST,mid_block,none,0,0
10888,10888,DUQUESNE BLVD + OAKMONT,mid_block,none,0,0
10889,10889,DUQUESNE BLVD + FAIRMONT,mid_block,none,0,0
10890,10890,DUQUESNE BLVD + COMMONWEALTH,near_side,nearside,1,1
10892,10892,KENNYWOOD BLVD + HOFFMAN,near_side,nearside,1,1
10894,10894,KENNYWOOD BLVD + GLEN,near_side,nearside,1,1
1090,1090,REMINGTON DR + HAZLETT,mid_block,none,0,0
10902,10902,8TH AVE + GRANT,near_side,nearside,1,1
10903,10903,8TH AVE + ANDREW,mid_block,none,0,0
10905,10905,8TH AVE + HEISEL,mid_block,none,0,0
10906,10906,8TH AVE + DICKSON,near_side,nearside,1,1
10907,10907,8TH AVE + MCCLURE,near_side,nearside,1,1
10908,10908,8TH AVE + ANN,near_side,nearside,1,1
10909,10909,8TH AVE + AMITY,near_side,nearside,1,1
10910,10910,8TH AVE + WEST (HI-LEVEL BRIDGE),near_side,nearside,1,1
10913,10913,BROWNS HILL RD + IMOGENE RD,near_side,nearside,1,1
10914,10914,MURRAY AVE + LORETTA,mid_block,none,0,0
10915,10915,MURRAY AVE + LILAC,near_side,nearside,1,1
10916,10916,MURRAY AVE + WELFER,mid_block,none,0,0
10918,10918,MURRAY AVE + #2825,mid_block,none,0,0
10919,10919,MURRAY AVE + MORROWFIELD,mid_block,none,0,0
1092,1092,REMINGTON DR + BALMORAL #1,mid_block,none,0,0
10920,10920,MURRAY AVE + FORWARD,near_side,farside,1,1
10921,10921,MURRAY AVE + PHILLIPS,near_side,nearside,1,1
10922,10922,MURRAY AVE + HOBART,near_side,nearside,1,1
10923,10923,MURRAY AVE + BEACON NS,near_side,nearside,1,1
10924,10924,MURRAY AVE + BARTLETT,far_side,farside,1,1
1093,1093,REMINGTON DR + REGENCY,mid_block,none,0,0
10930,10930,LEBANON CHURCH RD + RODEO,near_side,none,0,1
10932,10932,LEBANON CHURCH RD + POLK,mid_block,none,0,0
10934,10934,LEBANON CHURCH RD + #4220,mid_block,none,0,0
10935,10935,LEBANON CHURCH RD + #4512,mid_block,none,0,0
10936,10936,LEBANON CHURCH RD + PLEASANT,mid_block,none,0,0
1094,1094,REMINGTON DR + BALMORAL #2,mid_block,none,0,0
10941,10941,RICHLAND AVE + BRIDGE STEPS,mid_block,none,0,0
10942,10942,W 5TH AVE + RAMP #2,near_side,nearside,1,1
10946,10946,W 5TH AVE + REBECCA,near_side,nearside,1,1
10947,10947,MURRAY AVE + DARLINGTON,near_side,nearside,1,1
10948,10948,MURRAY AVE + BARTLETT,near_side,nearside,1,1
1095,1095,REMINGTON DR + WALDWICK,mid_block,none,0,0
10950,10950,MURRAY AVE + HOBART,near_side,nearside,1,1
10951,10951,MURRAY AVE + PHILLIPS,near_side,nearside,1,1
10952,10952,MURRAY AVE + FORWARD,near_side,nearside,1,1
10953,10953,MURRAY AVE + MORROWFIELD,mid_block,none,0,0
10954,10954,MURRAY AVE + BURCHFIELD,mid_block,none,0,0
10956,10956,MURRAY AVE + WELFER,mid_block,none,0,0
10957,10957,MURRAY AVE + LILAC,near_side,nearside,1,1
10958,10958,BROWNS HILL RD + IMOGENE RD,near_side,nearside,1,1
10959,19376,BROWNS HILL RD +PARKVIEW BLVD,near_side,nearside,1,1
1096,1096,ENNERDALE LN + DOUNREAY,mid_block,none,0,0
10961,10961,8TH AVE AT WEST ST FS,far_side,farside,1,1
10962,10962,8TH AVE + AMITY FS,far_side,farside,1,1
10963,10963,8TH AVE + ANN FS,far_side,farside,1,1
10964,10964,8TH AVE + MCCLURE,near_side,nearside,1,1
10968,10968,8TH AVE + GRANT,near_side,nearside,1,1
10969,10969,8TH AVE + RAVINE,near_side,nearside,1,1
1097,1097,LAURELWOOD DR + #125,mid_block,none,0,0
10975,10975,KENNYWOOD BLVD + MIFFLIN,near_side,nearside,1,1
10977,10977,KENNYWOOD BLVD + GLENN,near_side,nearside,1,1
10978,10978,KENNYWOOD BLVD + GLENCAIRN,mid_block,none,0,0
10979,10979,KENNYWOOD BLVD + HOFFMAN,near_side,nearside,1,1
1098,1098,LAURELWOOD DR + FENWICK,mid_block,none,0,0
10981,10981,DUQUESNE BLVD + COMMONWEALTH,near_side,nearside,1,1
10982,10982,DUQUESNE BLVD + FAIRMONT,mid_block,none,0,0
10983,10983,DUQUESNE BLVD + OAKMONT,mid_block,none,0,0
10984,10984,DUQUESNE BLVD + OVERLAND,mid_block,none,0,0
10988,10988,2ND ST + GRANT,mid_block,none,0,0
10989,10989,2ND ST + KENNEDY FS,mid_block,none,0,0
10991,10991,LIBRARY PL AT DUQUESNE BLVD - DUQUESNE PNR,ambiguous,nearside,1,0
10992,10992,DUQUESNE BLVD + CAMP,mid_block,none,0,0
10994,10994,DUQUESNE BLVD + CENTER,ambiguous,nearside,1,0
10995,10995,LYSLE BLVD + 5TH,far_side,farside,1,1
10999,10999,W 5TH AVE + REBECCA,near_side,nearside,1,1
1100,1100,CHARTERWOOD DR + MCINTYRE,mid_block,none,0,0
11001,11001,W 5TH AVE + PERRY,mid_block,none,0,0
11003,11003,W 5TH AVE + RAMP #2,near_side,nearside,1,1
11005,11005,RICHLAND AVE + 3RD,mid_block,none,0,0
11009,11009,LEBANON CHURCH RD + PGH-MCKEESPORT BLVD FS,far_side,farside,1,1
1101,1101,MCINTYRE DR + THOMPSON RUN,near_side,nearside,1,1
11010,11010,LEBANON CHURCH RD + PLEASANT,mid_block,none,0,0
11011,11011,LEBANON CHURCH RD + #4513,mid_block,none,0,0
11013,11013,LEBANON CHURCH RD + WILSON,mid_block,none,0,0
11015,11015,LEBANON CHURCH RD + POLK,mid_block,none,0,0
11016,11016,LEBANON CHURCH RD + BUTTERMILK HOLLOW,near_side,nearside,1,1
11017,11017,LEBANON CHURCH RD + VINDALE RD FS,far_side,farside,1,1
11021,11021,OLD ELIZABETH RD + BLUEMONT DR,mid_block,none,0,0
11025,11025,MCCLURE ST + 9TH,mid_block,none,0,0
11026,11026,9TH AVE + ANN,mid_block,none,0,0
11027,11027,9TH AVE + AMITY,mid_block,none,0,0
11028,20949,AMITY ST + 10TH,mid_block,none,0,0
1103,1103,AMITY DR + CARRIAGE,mid_block,none,0,0
11031,11031,WEST ST + 15TH,near_side,nearside,1,1
11032,11032,WEST ST + 17TH,mid_block,none,0,0
11033,11033,WEST ST + 18TH,mid_block,none,0,0
11034,11034,WEST ST + MUNHALL BORO BLDG,mid_block,none,0,0
11035,11035,WEST ST + 21ST,mid_block,none,0,0
11036,11036,22ND AVE + MAIN,near_side,nearside,1,1
11038,11038,MAIN ST + HOMESTEAD-DUQUESNE,mid_block,none,0,0
11039,11039,MAIN ST + EDNA,mid_block,none,0,0
1104,1104,AMITY DR + LINGAY,mid_block,none,0,0
11040,11040,MAIN ST + E JAMES,mid_block,none,0,0
11042,11042,MAIN ST + W OLIVER FS,mid_block,none,0,0
11043,11043,MAIN ST + MARION,mid_block,none,0,0
11044,11044,MAIN ST + MILLER,mid_block,none,0,0
11045,11045,MAIN ST + VIRGINIA,near_side,nearside,1,1
11046,11046,MAIN ST + EMERSON,mid_block,none,0,0
11048,11048,MAIN ST + GRACE,mid_block,none,0,0
11049,11049,MAIN ST + CAMBRIA,mid_block,none,0,0
1105,1105,AMITY DR + #213,mid_block,none,0,0
11050,11050,MAIN ST + W LEHIGH,mid_block,none,0,0
11051,11051,MAIN ST + LESLIE,mid_block,none,0,0
11052,11052,MAIN ST + N LEHIGH,mid_block,none,0,0
11053,11053,MAIN ST + WEST RUN (BRIERLY LANE),near_side,nearside,1,1
11054,11054,INTERBORO AVE + LINDBERG FS,mid_block,none,0,0
11055,11055,INTERBORO AVE + PLAPORT,mid_block,none,0,0
11056,11056,INTERBORO AVE + LEASIDE,mid_block,none,0,0
11057,11057,INTERBORO AVE + MIFFLIN,near_side,nearside,1,1
1106,1106,AMITY DR + BLAZE,mid_block,none,0,0
11065,11065,HAZELWOOD AVE + GREENFIELD AVE,mid_block,none,0,0
11068,11068,GREENFIELD AVE + DELEVAN,mid_block,none,0,0
1107,1107,AMITY DR + SUTTER,mid_block,none,0,0
11071,11071,GREENFIELD AVE + GRAPHIC,mid_block,none,0,0
11072,11072,GREENFIELD AVE + MCCASLIN,mid_block,none,0,0
11073,11073,GREENFIELD AVE + CITY STEPS,mid_block,none,0,0
11075,11075,HALKET ST + LOUISA ST,mid_block,none,0,0
11076,11076,HALKET ST + FORBES,near_side,nearside,1,1
11077,11077,MURRAY AVE + FORBES,near_side,nearside,1,1
11078,11078,SHADY AVE + AYLESBORO,mid_block,none,0,0
11079,11079,SHADY AVE + NORTHUMBERLAND,near_side,nearside,1,1
1108,1108,SUTTER DR + THOMPSON,mid_block,none,0,0
11080,11080,SHADY AVE + SOLWAY,mid_block,none,0,0
11081,11081,SHADY AVE + WILKINS,near_side,nearside,1,1
11082,11082,SHADY AVE + HASTINGS,mid_block,none,0,0
11083,11083,SHADY AVE + BRAEBURN,mid_block,none,0,0
11084,11084,SHADY AVE + HIGHMONT,mid_block,none,0,0
11088,11088,NEGLEY AVE + E BUSWAY STEPS,mid_block,none,0,0
1109,1109,THOMPSON RUN RD + WHITE OAK,mid_block,none,0,0
11092,11092,S. BEATTY ST + PENN NS,mid_block,none,0,0
11098,11098,SHADY AVE + HIGHMONT,mid_block,none,0,0
11099,11099,SHADY AVE + DEVERAUX,mid_block,none,0,0
1110,1110,THOMPSON RUN RD + SANGREE,mid_block,none,0,0
11100,11100,SHADY AVE + HASTINGS,mid_block,none,0,0
11101,11101,SHADY AVE + WILKINS,near_side,nearside,1,1
11102,11102,WHITAKER WAY + HIGHWOOD,mid_block,none,0,0
11103,18403,WHITAKER WAY + LARKSPUR ST,mid_block,none,0,0
11105,11105,WHITAKER WAY + SCHWAB,mid_block,none,0,0
11106,11106,WHITAKER WAY + OAK,mid_block,none,0,0
11107,11107,WHITAKER WAY + GRANT,mid_block,none,0,0
11108,11108,WHITAKER WAY + MIFFLIN,mid_block,none,0,0
11109,11109,MIDWAY DR + WHITAKER FS,mid_block,none,0,0
1111,1111,THOMPSON RUN RD + CHERRINGTON,mid_block,none,0,0
11110,11110,MIDWAY DR + #18C,mid_block,none,0,0
11111,11111,MIDWAY DR + #24,mid_block,none,0,0
11114,11114,MIDWAY DR + #4A,mid_block,none,0,0
11115,11115,MIDWAY DR + #1F,mid_block,none,0,0
11116,11116,WHITAKER ST + MIFFLIN F S,mid_block,none,0,0
11117,11117,WHITAKER ST + GRANT,mid_block,none,0,0
11118,11118,WHITAKER ST + OAK ST,mid_block,none,0,0
11119,11119,WHITAKER WAY + SCHWAB,mid_block,none,0,0
11121,11121,WHITAKER WAY + LARKSPUR,mid_block,none,0,0
11123,11123,WHITAKER WAY + HIGHWOOD,mid_block,none,0,0
11126,11126,LONG RUN RD + COOLSPRINGS,near_side,nearside,1,1
11127,11127,LONG RUN RD + SUNSET,mid_block,none,0,0
11128,11128,JACKS RUN RD + OAK PARK MALL,mid_block,nearside,1,0
11129,11129,JACKS RUN RD + #3030,mid_block,none,0,0
1113,1113,THOMPSON RUN RD + HODIL,mid_block,none,0,0
11130,11130,JACKS RUN RD + MCKEESPORT SPORTSMENS ASSOC,mid_block,none,0,0
11134,11134,LINCOLN HWY + DIX,mid_block,none,0,0
11135,11135,LINCOLN HWY + LEUHM,near_side,nearside,1,1
11137,11137,LINCOLN HWY + DENNING,mid_block,none,0,0
11138,11138,LINCOLN HWY + MCKEE,mid_block,none,0,0
11139,11139,LINCOLN OPP BROAD ST,near_side,nearside,1,1
1114,1114,THOMPSON RUN RD + SUNSET,mid_block,none,0,0
11140,11140,LINCOLN HWY + JACOB,mid_block,none,0,0
11141,11141,LINCOLN HWY + ISAAC FS,mid_block,none,0,0
11142,11142,LINCOLN HWY + TAYLOR FS,mid_block,none,0,0
11143,11143,LINCOLN HWY + 3RD,mid_block,none,0,0
11145,11145,LINCOLN HWY + 5TH,mid_block,nearside,1,0
11147,11147,LINCOLN HWY + SANTOS FS,mid_block,none,0,0
11152,11152,LINCOLN HWY + CLYDE,near_side,farside,1,1
11153,11153,GRANDVIEW AVE + CENTER,mid_block,nearside,1,0
11154,11154,LINCOLN HWY + CLYDE,mid_block,nearside,1,0
1116,1116,THOMPSON RUN RD + SEIBERT,mid_block,none,0,0
11161,11161,LINCOLN HWY + GRAHAM,near_side,nearside,1,1
11163,11163,LINCOLN HWY + 3RD,mid_block,none,0,0
11165,11165,LINCOLN HWY + ISSAC,mid_block,none,0,0
11166,11166,LINCOLN HWY + JACOB,mid_block,none,0,0
11167,11167,LINCOLN HWY AT BROAD ST,near_side,nearside,1,1
11168,11168,LINCOLN HWY + MCKEE,mid_block,none,0,0
11169,11169,LINCOLN HWY + DENNING,mid_block,none,0,0
11171,11171,LINCOLN HWY + LEUHM,near_side,nearside,1,1
11172,11172,LINCOLN HWY + DIX,mid_block,none,0,0
11175,11175,JACKS RUN RD + BIROS TRAILER PARK,mid_block,none,0,0
11177,11177,JACKS RUN RD + #3001,mid_block,none,0,0
11178,11178,JACKS RUN RD + RAINBOW SHOPPING CENTER ENTRANCE,near_side,nearside,1,1
11179,11179,LINCOLN HWY + CENTER,near_side,nearside,1,1
1118,1118,THOMPSON RUN RD + SUNNYHILL,mid_block,none,0,0
11180,11180,LINCOLN HWY + CENTER,near_side,nearside,1,1
11186,11186,LIBERTY AVE + FIFTH AVE,near_side,nearside,1,1
1119,1119,THOMPSON RUN RD + MILLER,mid_block,none,0,0
11194,11194,THIRD AT RT 51 OVERPASS - ELIZABETH PARK AND RIDE,mid_block,none,0,0
11196,11196,WORTHINGTON AVE + 8TH,mid_block,none,0,0
11197,11197,WORTHINGTON AVE + 9TH,mid_block,none,0,0
11198,11198,WORTHINGTON AVE + 10TH,mid_block,none,0,0
11199,11199,WORTHINGTON AVE + 11TH FS,mid_block,none,0,0
1120,1120,THOMPSON RUN RD + #218,mid_block,none,0,0
11200,11200,WORTHINGTON AVE + 12TH,mid_block,none,0,0
11202,11202,WORTHINGTON AVE + 13TH,mid_block,none,0,0
11204,11204,WORTHINGTON AVE + PETERSON,mid_block,none,0,0
11205,11205,WORTHINGTON AVE + ONEIDA,mid_block,none,0,0
11206,11206,WORTHINGTON AVE + HWY RT 51,mid_block,none,0,0
11207,11207,HWY RT 51 + PETERS CREEK,near_side,nearside,1,1
11208,11208,HWY RT 51 + OLD CLAIRTON RD,near_side,nearside,1,1
1121,1121,THOMPSON RUN RD + WOODBRIDGE APTS,mid_block,none,0,0
11211,11211,HWY RT 51 + WRAY LARGE (OPP LARGE VFD),mid_block,none,0,0
11212,11212,HWY RT 51 + BLUE FLAME,mid_block,none,0,0
11213,11213,HWY RT 51 + ELLIOTT,mid_block,none,0,0
11214,11214,HWY RT 51 + COAL VALLEY,near_side,nearside,1,1
11216,11216,E CARSON ST + STATION SQUARE STATION,mid_block,none,0,0
1122,1122,THOMPSON RUN RD + RADCLIFFE,mid_block,none,0,0
1123,1123,THOMPSON RUN RD + EVERGREEN,mid_block,none,0,0
1125,1125,SEVENTH AVE + SMITHFIELD ST,near_side,nearside,1,1
11254,11254,HWY RT 51 + LEWIS RUN,near_side,nearside,1,1
11257,11257,HWY RT 51 + BLUE FLAME,mid_block,none,0,0
11258,11258,HWY RT 51 + JEFFERSON VETERINARY CLINIC,mid_block,none,0,0
11259,11259,HWY RT 51 + LARGE VFD,mid_block,none,0,0
11261,11261,HWY RT 51 + DICK CORPORATION DR,near_side,nearside,1,1
11262,11262,WORTHINGTON AVE + HWY RT 51,mid_block,none,0,0
11263,11263,WORTHINGTON AVE + ONEIDA,mid_block,none,0,0
11264,11264,WORTHINGTON AVE + PETERSON,mid_block,none,0,0
11266,11266,WORTHINGTON AVE + 13TH,mid_block,none,0,0
11267,11267,WORTHINGTON AVE + 12TH,mid_block,none,0,0
11268,11268,WORTHINGTON AVE + 11TH,mid_block,none,0,0
11270,11270,WORTHINGTON AVE + 9TH,mid_block,none,0,0
11274,11274,HWY RT 51 + MONROE MUFFLER,near_side,nearside,1,1
1129,1129,HEMLOCK DR + #4424,mid_block,none,0,0
1131,1131,HEMLOCK DR + SAMPLE,mid_block,none,0,0
11324,11324,SOLTIS DR + DESIDERIO,mid_block,none,0,0
1135,1135,EVERGREEN RD + FRANKLIN,mid_block,none,0,0
1136,1136,EVERGREEN RD + EMMA,mid_block,none,0,0
1137,1137,EVERGREEN RD + FREDERICK,mid_block,none,0,0
11373,11373,SPENCER AVE + BEAU,mid_block,none,0,0
1138,1138,EVERGREEN RD + JOHN,mid_block,none,0,0
11404,18487,SECOND AVE +S 10TH ST BRIDGE FS,far_side,farside,1,1
11425,11425,CHURCHVIEW AVE + WILLETT,mid_block,none,0,0
11449,18489,SECOND AVE +S 10TH ST BRIDGE,near_side,nearside,1,1
1149,1149,40TH ST + DAVIDSON,mid_block,none,0,0
1150,1150,PENN AVE + MAIN ST,near_side,nearside,1,1
1151,1151,MAIN ST + HOWLEY,mid_block,none,0,0
1152,1152,LIBERTY AVE + ELLA,near_side,nearside,1,1
1153,1153,LIBERTY AVE + PEARL,near_side,nearside,1,1
1154,1154,LIBERTY AVE + EDMOND,near_side,nearside,1,1
11548,11548,CHURCHVIEW AVE + SANKEY AVE,mid_block,none,0,0
1155,1155,LIBERTY AVE + MILLVALE AVE ( WEST PENN HOSP),near_side,nearside,1,1
1156,1156,LIBERTY AVE + WINEBIDDLE,near_side,nearside,1,1
1158,1158,LIBERTY AVE + PACIFIC,mid_block,none,0,0
11583,11583,ST JOSEPH ST + COMO (STEPS),mid_block,none,0,0
11588,11588,ST JOSEPH ST + HAYS,mid_block,none,0,0
1159,1159,LIBERTY AVE + BAUM,near_side,nearside,1,1
11615,11615,MOUNTAIN ST + FISHER,mid_block,none,0,0
11622,11622,INTERBORO AVE + LEASIDE #1 (MIFFLIN),far_side,nearside,1,1
11623,11623,INTERBORO AVE + LEASIDE #2,mid_block,none,0,0
11624,11624,INTERBORO AVE + PLAPORT,mid_block,none,0,0
11625,11625,INTERBORO AVE + LINDBERG,mid_block,none,0,0
11626,11626,INTERBORO AVE + BRIERLY,near_side,nearside,1,1
11627,11627,MAIN ST + ELIZABETH,mid_block,none,0,0
11628,11628,MAIN ST + LESLIE,mid_block,none,0,0
11629,11629,MAIN ST + FULTON,mid_block,none,0,0
11630,11630,MAIN ST + #4117,mid_block,none,0,0
11631,11631,MAIN ST + CAROLINE,mid_block,none,0,0
