geoid,population,land_area_m2,dist_to_stop_m,pop_density,within_half_mile,density_quartile
42003262000,2466,1647931.0,53.943679830596096,1496.4218768868357,true,3
42003430100,2052,854401.0,57.110753257163,2401.6825823003487,true,3
42003080900,2034,380225.0,58.12335466580565,5349.464133079098,true,4
42003492800,2429,1647081.0,58.13137243837973,1474.7301438119923,true,3
42003562000,2652,586698.0,60.061520867073874,4520.213124980825,true,4
42003485000,1232,767480.0,61.05998625396076,1605.2535570959506,true,3
42003141300,5136,890591.0,61.353928079268435,5766.956998218037,true,4
42003480102,3110,1693850.0,63.788746813403264,1836.053959913806,true,3
42003101400,3301,964745.0,64.30679060948614,3421.6295497774026,true,4
42003980000,0,635743.0,65.30913573786667,0.0,true,
42003426400,4203,3493080.0,65.90870205655362,1203.2361125425127,true,2
42003030500,3044,927620.0,71.62490260588413,3281.51613807378,true,4
42003010302,4631,580660.0,73.41354802092313,7975.4072951469025,true,4
42003483800,2905,1492076.0,73.97876916284756,1946.951763851171,true,3
42003478100,4357,1514329.0,75.7715443961568,2877.1819069700177,true,4
42003504100,4860,8709648.0,75.97349833728157,558.0018848063664,true,1
42003261400,2174,1211702.0,76.4169977024527,1794.170513872223,true,3
42003300100,4188,776097.0,76.79663141679043,5396.232687408919,true,4
42003261300,2996,1957399.0,76.87114215937248,1530.6026006961279,true,3
42003560400,1554,511709.0,79.8593435656521,3036.882290520589,true,4
42003310200,3272,2542386.0,80.98454775720086,1286.9800258497332,true,2
42003429100,2532,5841367.0,82.80634064797339,433.46018149518767,true,1
42003191900,2159,608784.0,83.24334300570412,3546.413834791979,true,4
42003101900,2698,857102.0,83.25657945975225,3147.8167125966343,true,4
42003562700,1867,909691.0,84.05078541990626,2052.3452469025196,true,3
42003484500,5400,2512322.0,84.59130983478508,2149.4060076693995,true,3
42003020100,4310,1427891.0,87.28658619361893,3018.437681867874,true,4
42003190300,1913,788802.0,88.5630992528822,2425.196690677762,true,4
42003431400,1848,689810.0,89.79812014758487,2678.9985648221977,true,4
42003130700,2068,1277523.0,93.07135987011884,1618.7575487877714,true,3
42003561900,2007,1080836.0,97.84400028393395,1856.8959583137498,true,3
42003290400,3957,1604552.0,99.13284390424516,2466.108920122252,true,4
42003480101,5599,2289294.0,99.2008033096511,2445.7321776932104,true,4
42003520001,3107,4378087.0,103.21041660619417,709.6706849361376,true,2
42003050900,1380,455034.0,103.27717733896787,3032.74041060668,true,4
42003191500,1995,802608.0,104.32676002601615,2485.646791459841,true,4
42003180700,2259,394233.0,106.61906931138799,5730.113917404175,true,4
42003514000,1837,1121696.0,106.78309867247599,1637.6986277922003,true,3
42003524000,2629,1312704.0,107.28639567269668,2002.7363365998735,true,3
42003271600,4310,1789995.0,109.35979117305999,2407.8279548266896,true,3
42003241300,3458,1906191.0,110.13388789351615,1814.0889344247246,true,3
42003512000,2077,1280505.0,110.15431055375856,1622.0163138761661,true,3
42003465600,2479,1010398.0,110.22842684248022,2453.4886252743972,true,4
42003260200,2167,1349071.0,110.94726837375867,1606.2905510532805,true,3
42003170600,1630,840252.0,113.24279921214071,1939.8942222095277,true,3
42003070900,4196,805691.0,114.85029997060276,5207.951931944132,true,4
