feature,coefficient,std_error,t_value,p_value,beta_weight
intercept,0.7813627995513137,0.020087875145409637,38.897234968620666,0.0,NaN
stop_count,-0.0006159322039101917,0.00013730031898250093,-4.486021652933617,0.000022585005918340784,-0.48855017488500513
span_km,-0.0049113597673846035,0.0013018536855117586,-3.7725896712071356,0.0002979909215758969,-0.4704177743195983
is_rail,0.1325371885609294,0.03300257787307219,4.0159647246547525,0.0001272446463520538,0.34202595174016126
is_premium_bus,0.007398610390718676,0.019222710496017224,0.38488902968452876,0.7012810117836661,0.0478215049416413
weekend_ratio,-0.006019075060126901,0.022464115873022078,-0.2679417740786947,0.7893932792367169,-0.028019836707470464
n_munis,0.00884348661140051,0.002677769500775698,3.3025570755207734,0.0014027512853380664,0.4056363724770349
