model,feature,coefficient,std_error,p_value,beta_weight,r_squared,adj_r_squared,n
base_6feat,intercept,0.7890446503427957,0.022763657210928195,0.0,NaN,0.4772194642331543,0.4324097040245676,77
base_6feat,stop_count,-0.0005709272027566756,0.00016520307056828401,0.0009361205578310994,-0.40054479742483196,0.4772194642331543,0.4324097040245676,77
base_6feat,span_km,-0.005258449875537073,0.0017557160133759582,0.0037918567576205042,-0.47977125142398735,0.4772194642331543,0.4324097040245676,77
base_6feat,is_rail,0.13224648979375098,0.040967054900433196,0.0018975930444444788,0.29870721195851324,0.4772194642331543,0.4324097040245676,77
base_6feat,is_premium_bus,0.016577714639268694,0.022333435644579704,0.460399853423316,0.10774605623385271,0.4772194642331543,0.4324097040245676,77
base_6feat,weekend_ratio,-0.016049466581151382,0.024744057861296898,0.51870690827243,-0.07435366734786106,0.4772194642331543,0.4324097040245676,77
base_6feat,n_munis,0.006215150299390044,0.003587022049499707,0.08755696369795452,0.23646026175327928,0.4772194642331543,0.4324097040245676,77
base_plus_city_lanes,intercept,1.1810460303819117,0.07485706724404687,0.0,NaN,0.6332469491751306,0.5960401179320278,77
base_plus_city_lanes,stop_count,-0.0006887066852313611,0.00014105532163566242,6.509061659443205e-6,-0.4831752251235632,0.6332469491751306,0.5960401179320278,77
base_plus_city_lanes,span_km,-0.003222774022629267,0.0015280851247493784,0.03857355924716521,-0.29403994760635427,0.6332469491751306,0.5960401179320278,77
base_plus_city_lanes,is_rail,0.12715483640462133,0.03457378099301702,0.0004618545786689854,0.28720661492566935,0.6332469491751306,0.5960401179320278,77
base_plus_city_lanes,is_premium_bus,0.012037099621411836,0.018859769424437133,0.5254287572480993,0.07823454806182743,0.6332469491751306,0.5960401179320278,77
base_plus_city_lanes,weekend_ratio,-0.003959065664508891,0.020993748365571767,0.8509731595459504,-0.018341485054272404,0.6332469491751306,0.5960401179320278,77
base_plus_city_lanes,n_munis,0.005906722159278956,0.0030266521791532473,0.055049716124343284,0.22472587155681012,0.6332469491751306,0.5960401179320278,77
base_plus_city_lanes,city_lanes,-0.1891470868153037,0.03491093054635493,8.29854292838661e-7,-0.41835964809247683,0.6332469491751306,0.5960401179320278,77
bus_base,intercept,0.7883261854706182,0.023056401239776297,0.0,NaN,0.4080610177665147,0.3651668886191608,75
bus_base,stop_count,-0.0005692051983186674,0.00016641267681102956,0.0010540532338962905,-0.4173526247969104,0.4080610177665147,0.3651668886191608,75
bus_base,span_km,-0.005301612944799953,0.0017740091430539552,0.0038812521376379028,-0.5147682631268685,0.4080610177665147,0.3651668886191608,75
bus_base,is_premium_bus,0.017120815004236366,0.022564316115831345,0.450582548234326,0.1178009910275436,0.4080610177665147,0.3651668886191608,75
bus_base,weekend_ratio,-0.015041906088502168,0.025163987858905962,0.5519601175670237,-0.0733778360488777,0.4080610177665147,0.3651668886191608,75
bus_base,n_munis,0.006317718468308128,0.0036291643715358622,0.08617283914041662,0.2554431225064381,0.4080610177665147,0.3651668886191608,75
bus_plus_city_lanes,intercept,1.1806332979763374,0.07531394797668842,0.0,NaN,0.5853309881141,0.5487425458888735,75
bus_plus_city_lanes,stop_count,-0.0006866858500904627,0.00014198548460978987,7.911970746343755e-6,-0.5034917860776561,0.5853309881141,0.5487425458888735,75
bus_plus_city_lanes,span_km,-0.003274578042605403,0.0015422059325475657,0.03737004213371997,-0.31795019157683324,0.5853309881141,0.5487425458888735,75
bus_plus_city_lanes,is_premium_bus,0.012715379490602679,0.019041659168499377,0.506542843194941,0.08748907717965893,0.5853309881141,0.5487425458888735,75
bus_plus_city_lanes,weekend_ratio,-0.002674967407627724,0.0213395510967176,0.9006143048762771,-0.013049098878700944,0.5853309881141,0.5487425458888735,75
bus_plus_city_lanes,n_munis,0.00603550920299699,0.00306021953262629,0.052649969839995814,0.24403260836388085,0.5853309881141,0.5487425458888735,75
bus_plus_city_lanes,city_lanes,-0.18938453380467898,0.03512556007410571,9.481053586668509e-7,-0.44551308712646404,0.5853309881141,0.5487425458888735,75
