feature,vif
stop_count,1.8424470886560824
span_km,3.6569869993578785
is_rail,1.1473402213828179
is_premium_bus,2.826842159490211
weekend_ratio,1.779667677828095
n_munis,2.4946719647592324
city_lanes,1.1217561778756497
