feature,vif
stop_count,1.9257689342923192
span_km,2.7669196837662415
is_rail,1.0636387054692444
is_premium_bus,2.581068459114057
weekend_ratio,1.911160511497219
n_munis,2.4551423869521005
log_aadt,1.1747731241369186
