month,weighted_otp,unweighted_otp,route_count,pct_time_varying,yoy_change
2019-01,0.7066128399732917,0.7106354838709678,93,98.9247311827957,
2019-02,0.6901156332072111,0.6969935483870968,93,98.9247311827957,
2019-03,0.7097583385120739,0.710763440860215,93,98.9247311827957,
2019-04,0.6761824308062575,0.6767935483870968,93,98.9247311827957,
2019-05,0.6472397802736551,0.6472430107526882,93,98.9247311827957,
2019-06,0.6498072902981585,0.6481516129032259,93,98.9247311827957,
2019-07,0.7066674443998753,0.7011430107526881,93,98.9247311827957,
2019-08,0.6957139813700585,0.6939494623655914,93,98.9247311827957,
2019-09,0.6857428666800187,0.6819397849462365,93,98.9247311827957,
2019-10,0.7007643322874246,0.696405376344086,93,98.9247311827957,
2019-11,0.7008922812007021,0.689189247311828,93,98.9247311827957,
2019-12,0.7297116961665036,0.7214612903225807,93,98.9247311827957,
2020-01,0.7369175823443126,0.7332595744680851,94,97.87234042553192,0.030304742371020876
2020-02,0.7276214950526363,0.7236774193548386,93,97.84946236559139,0.03750586184542515
2020-03,0.7678956341911765,0.757994623655914,93,100.0,0.05813729567910253
2020-04,0.7477674169823936,0.7351258064516129,93,98.9247311827957,0.07158498617613607
2020-05,0.7449571205705371,0.730794623655914,93,98.9247311827957,0.09771734029688195
2020-06,0.7271174504123021,0.7123709677419355,93,98.9247311827957,0.0773101601141436
2020-07,0.7260273233786494,0.7106118279569893,93,98.9247311827957,0.019359878978774114
2020-08,0.7261900244390135,0.7165333333333334,93,100.0,0.030476043068955017
2020-09,0.7273333026960784,0.7155129032258064,93,100.0,0.04159043601605972
2020-10,0.7285871476715687,0.7182741935483871,93,100.0,0.027822815384144106
2020-11,0.751467174990469,0.7396691176470588,68,100.0,0.05057489378976687
2020-12,0.7332107935440485,0.7209494623655913,93,100.0,0.0034990973775449463
2021-01,0.7483231674512442,0.7352580645161291,93,100.0,0.01140558510693157
2021-02,0.7411367350369872,0.7299301075268817,93,100.0,0.01351523998435089
2021-03,0.7547162407531943,0.7461150537634409,93,100.0,-0.013179393437982134
2021-04,0.7465870488821078,0.7457333333333334,93,0.0,-0.0011803681002857669
2021-05,0.7348563405903409,0.7347139784946237,93,0.0,-0.010100779980196206
2021-06,0.7260535753374681,0.7259725274725275,91,0.0,-0.0010638750748340753
2021-07,0.734052238718385,0.736963440860215,93,0.0,0.008024915339735594
2021-08,0.7177009271756352,0.7274827956989247,93,0.0,-0.00848909726337832
2021-09,0.6928900357960214,0.701705376344086,93,0.0,-0.03444326690005706
2021-10,0.7078948946658059,0.7153215053763441,93,0.0,-0.02069225300576283
2021-11,0.7260661698257145,0.727963440860215,93,0.0,-0.02540100516475452
2021-12,0.7428538583416465,0.7360333333333333,93,0.0,0.009643064797598022
2022-01,0.7520335921416387,0.7414858695652174,92,0.0,0.0037104246903945093
2022-02,0.7081310427791796,0.7177763440860215,93,0.0,-0.033005692257807584
2022-03,0.6831986620503491,0.6958602150537635,93,0.0,-0.07151757870284525
2022-04,0.6747047356375799,0.6902204301075269,93,0.0,-0.07188231324452787
2022-05,0.7016046241417757,0.7076623655913978,93,0.0,-0.03325171644856517
2022-06,0.6940286544216888,0.6997870967741936,93,0.0,-0.03202492091577924
2022-07,0.6916613755061322,0.6983279569892473,93,0.0,-0.04239086321225283
2022-08,0.6771846387154326,0.6825304347826087,92,0.0,-0.04051628846020261
2022-09,0.6032488351622557,0.6178462365591397,93,0.0,-0.08964120063376568
2022-10,0.6833530602664163,0.6948193548387097,93,0.0,-0.024541834399389617
2022-11,0.6828128865676897,0.691563440860215,93,0.0,-0.0432532832580248
2022-12,0.7060844551376092,0.7089354838709677,93,0.0,-0.03676940320403732
2023-01,0.7272934158793498,0.7270494623655914,93,0.0,-0.02474017626228886
2023-02,0.704967343465759,0.7077698924731182,93,0.0,-0.0031636993134206426
2023-03,0.7033753535590633,0.7028430107526882,93,0.0,0.020176691508714262
2023-04,0.6813560178393286,0.6850043010752688,93,0.0,0.006651282201748709
2023-05,0.6698227510122645,0.6705537634408603,93,0.0,-0.031781873129511196
2023-06,0.6615042016313596,0.6582989247311828,93,0.0,-0.03252445279032923
2023-07,0.6592493633002758,0.6530182795698924,93,0.0,-0.03241201220585632
2023-08,0.6530886156915674,0.651836559139785,93,0.0,-0.024096023023865154
2023-09,0.6361312599025878,0.6404161290322581,93,0.0,0.032882424740332095
2023-10,0.6504447391585,0.6540326086956522,92,0.0,-0.032908321107916305
2023-11,0.674582477554134,0.6748434782608695,92,0.0,-0.00823040901355565
2023-12,0.6894526729652015,0.6877423913043479,92,0.0,-0.016631782172407683
2024-01,0.7005336834692799,0.7083852631578947,95,0.0,-0.026759732410069903
2024-02,0.6984617745437474,0.7096593750000001,96,0.0,-0.006505568922011595
2024-03,0.6999417111671851,0.7112395833333333,96,0.0,-0.0034336423918782666
2024-04,0.6715247990141423,0.6778569892473119,93,0.0,-0.009831218825186339
2024-05,0.6512761692388944,0.6548924731182796,93,0.0,-0.018546581773370097
2024-06,0.6683727715509653,0.6715376344086021,93,0.0,0.006868569919605716
2024-07,0.684437315885218,0.6861698924731183,93,0.0,0.025187952584942108
2024-08,0.6621214071944135,0.6644182795698925,93,0.0,0.009032791502846083
2024-09,0.6483348219001231,0.6550150537634409,93,0.0,0.012203561997535362
2024-10,0.6472762044480956,0.6446225806451613,93,0.0,-0.003168534710404347
2024-11,0.669911287748951,0.6765315217391304,92,0.0,-0.004671189805182996
2024-12,0.6958773546153394,0.6940172043010753,93,0.0,0.006424681650137876
2025-01,0.6973898656182148,0.6933537634408602,93,0.0,-0.0031438178510651005
2025-02,0.7074684995012029,0.7081510869565217,92,0.0,0.00900672495745558
2025-03,0.6971812511002875,0.696625,92,0.0,-0.002760460066897563
2025-04,0.6657832462883633,0.6731282608695652,92,0.0,-0.005741552725779031
2025-05,0.6526907358390683,0.6500263736263736,91,0.0,0.0014145666001739166
2025-06,0.6502948419078243,0.649593670886076,79,0.0,-0.018077929643141033
2025-07,0.6278561018623025,0.6381623376623377,77,0.0,-0.056581214022915494
2025-08,0.6528883227048491,0.6600846153846154,91,0.0,-0.009233084489564392
2025-09,0.6395654288349216,0.6554170454545455,88,0.0,-0.008769393065201525
2025-10,0.6339640926869741,0.6541478260869565,92,0.0,-0.01331211176112157
2025-11,0.6448406548911448,0.6651369565217391,92,0.0,-0.025070632857806197
