geoid,n_stops,n_signalized,n_nearside,n_signal_classified,use_total,use_signalized,use_classified,use_nearside,median_household_income,population,households_total,households_zero_vehicle,pop_black_nh,signalized_share,nearside_share,rw_signalized_share,rw_nearside_share,zero_vehicle_share,black_share
42003403500,30,8,8,8,353.85226759,71.88181585,71.88181585,71.88181585,41466.0,4328,2188,490,181,0.26666666666666666,1.0,0.20314075232460488,1.0,0.22394881170018283,0.04182070240295749
42003563202,28,5,4,5,1318.409092215,314.547726375,314.547726375,197.5840891,41607.0,1924,1314,613,515,0.17857142857142858,0.8,0.23858127817257577,0.6281529718146576,0.4665144596651446,0.26767151767151764
42003523200,39,3,3,3,381.509086245,46.6249999,46.6249999,46.6249999,41647.0,4040,1791,264,2191,0.07692307692307693,1.0,0.12221203001717776,1.0,0.1474036850921273,0.5423267326732674
42003130200,12,6,5,6,248.5431817,197.47500050000002,197.47500050000002,177.8340915,41667.0,1161,352,58,981,0.5,0.8333333333333334,0.7945299450554191,0.9005397698429173,0.16477272727272727,0.8449612403100775
42007604100,5,0,0,0,40.26136363636364,0.0,0.0,0.0,41957.0,2669,1124,339,383,0.0,,0.0,,0.3016014234875445,0.1434994379917572
42003180300,19,7,7,7,398.12045447,296.113638,296.113638,296.113638,42029.0,1966,970,287,779,0.3684210526315789,1.0,0.7437790112899445,1.0,0.2958762886597938,0.39623601220752797
42003562500,17,2,2,2,1234.27273956,17.19772705,17.19772705,17.19772705,42292.0,2774,1051,334,1814,0.11764705882352941,1.0,0.013933490142649295,1.0,0.31779257849666986,0.6539293439077145
42003509400,36,6,5,6,388.06136498,70.506817795,70.506817795,37.422727345,42344.0,5087,2174,427,1321,0.16666666666666666,0.8333333333333334,0.18168986701016682,0.5307674990212625,0.19641214351425942,0.2596815411834087
42003561500,23,10,7,10,348.950001115,205.15454147,205.15454147,117.074997225,42461.0,2737,1517,306,1724,0.43478260869565216,0.7,0.5879195896674871,0.5706673436820799,0.2017139090309822,0.6298867373036171
42003050600,22,5,4,5,433.20681555,182.22499800000003,182.22499800000003,170.59545250000002,42951.0,1960,832,266,1320,0.22727272727272727,0.8,0.42064203853452053,0.9361802956364965,0.31971153846153844,0.673469387755102
42003486800,36,6,6,6,486.24318181818177,77.07954545454542,77.07954545454542,77.07954545454542,43125.0,1506,503,106,726,0.16666666666666666,1.0,0.15852056817810015,1.0,0.21073558648111332,0.4820717131474104
42003486900,22,4,4,4,133.36818181818182,25.70909090909091,25.70909090909091,25.70909090909091,43207.0,1589,634,111,893,0.18181818181818182,1.0,0.19276779932517638,1.0,0.1750788643533123,0.5619886721208307
42003487000,7,1,1,1,42.58863636363636,11.920454545454547,11.920454545454547,11.920454545454547,43208.0,1614,823,82,36,0.14285714285714285,1.0,0.2798975398900689,1.0,0.09963547995139732,0.022304832713754646
42003420000,13,5,5,5,116.94999972727268,77.61363609090904,77.61363609090904,77.61363609090904,43333.0,1532,902,271,75,0.38461538461538464,1.0,0.6636480228465497,1.0,0.3004434589800443,0.0489556135770235
42003562400,48,4,3,4,460.670454875,137.45000335,137.45000335,61.92500085,43371.0,2955,1129,200,1250,0.08333333333333333,0.75,0.29836947843181344,0.45052745973614416,0.1771479185119575,0.4230118443316413
42003492900,22,0,0,0,231.6522727272727,0.0,0.0,0.0,44038.0,1756,886,169,709,0.0,,0.0,,0.19074492099322798,0.4037585421412301
42003424000,35,6,6,6,685.7522673,107.6022735,107.6022735,107.6022735,44571.0,3189,1597,402,181,0.17142857142857143,1.0,0.1569112909005179,1.0,0.2517219787100814,0.05675760426465977
42003261400,45,4,4,4,894.181813775,151.818179,151.818179,151.818179,44958.0,2174,990,150,1101,0.08888888888888889,1.0,0.16978446291483343,1.0,0.15151515151515152,0.5064397424103035
42003080700,15,9,7,9,1231.95911015,982.94320215,982.94320215,844.6068405000001,45324.0,2034,1243,459,148,0.6,0.7777777777777778,0.7978699893946314,0.8592631178002802,0.3692679002413516,0.0727630285152409
42003494000,1,0,0,0,75.18863636363635,0.0,0.0,0.0,45324.0,1433,605,91,33,0.0,,0.0,,0.15041322314049588,0.023028611304954642
42003512000,24,0,0,0,121.33863314,0.0,0.0,0.0,45971.0,2077,1056,143,578,0.0,,0.0,,0.13541666666666666,0.2782859894077997
42003261500,19,4,4,4,591.2227382,187.0591,187.0591,187.0591,46141.0,1871,679,203,1097,0.21052631578947367,1.0,0.31639361599912164,1.0,0.29896907216494845,0.5863174772848744
