geoid,area_label,population,land_area_m2,pop_density,weekly_trips,boardings,boardings_per_1000,density_quartile,rail_served,expected_boardings,boardings_resid
42003565100,Central Northside,2953,672618.0,4390.307722957162,9978,670.65,227.1080257365391,4,false,218.95977637706451,0.4847997496028027
42003473200,"Mount Lebanon township (Allegheny, PA)",3085,729800.0,4227.185530282269,1092,42.6,13.808752025931929,4,false,209.62710681517422,-0.6840277730352715
42003140100,Squirrel Hill North,6118,1467607.0,4168.690937015155,26431,3623.75,592.30957829356,4,false,206.2930731751211,1.242693268410107
42003151700,Greenfield,4919,1186540.0,4145.66723414297,18281,888.85,180.6972961984143,4,false,204.98263928382846,0.6354861862569972
42003040900,South Oakland,3722,912392.0,4079.3869301791337,15115,1491.8,400.8060182697474,4,false,201.21609060220865,0.8681859163852379
42003111400,Garfield,1302,327621.0,3974.1042240881993,3192,159.1,122.19662058371736,4,false,195.25140995341013,-0.08842145366505338
42003472100,"Dormont borough (Allegheny, PA)",2157,549884.0,3922.6455034152664,280,22.35,10.361613351877608,4,true,192.34436284048863,-0.9180446293763156
42003470501,"Scott township (Allegheny, PA)",4344,1128817.0,3848.2765585564357,1144,252.24999999999997,58.06860036832412,4,false,188.1528351932372,0.12673659875750687
42003080400,Bloomfield,1650,430386.0,3833.7678270203955,14014,1220.35,739.6060606060606,4,false,187.33646666055174,0.811905718287492
42003481000,"Mount Oliver borough (Allegheny, PA)",3357,879248.0,3818.0354120794136,6940,802.2,238.9633601429848,4,false,186.45175102318333,0.6319341981953919
42003270300,Brighton Heights,2213,593102.0,3731.2300413756825,5233,216.85,97.98915499322187,4,false,181.579789790948,0.07670486154466172
42003515200,"Swissvale borough (Allegheny, PA)",2018,545335.0,3700.477688026626,870,30.1,14.91575817641229,4,false,179.85773144793083,-0.7645766900282416
42003110600,Highland Park,2346,637590.0,3679.480543923211,1580,0.7,0.29838022165387895,4,false,178.68313254300543,-2.024058388967663
42003140300,Squirrel Hill North,3405,941940.0,3614.8799286578765,10381,1271.95,373.55359765051395,4,false,175.075432672593,0.8591125811414777
42003472200,"Dormont borough (Allegheny, PA)",2325,651963.0,3566.153293975272,792,29.85,12.838709677419354,4,true,172.3604066929953,-0.7496947487721994
42003515401,"Swissvale borough (Allegheny, PA)",2171,609231.0,3563.50875119618,3885,105.45,48.572086596038694,4,false,172.21320721243467,-0.21143533738506326
42003191900,Brookline,2159,608784.0,3546.413834791979,2828,274.9,127.32746641963872,4,false,171.2620595477505,0.20456206518712206
42003431100,"Bellevue borough (Allegheny, PA)",3244,924144.0,3510.2754549074602,6226,337.6,104.06905055487053,4,false,169.25354031707766,0.29859080220903467
42003191800,Brookline,5106,1457192.0,3503.999472958951,2548,138.95,27.213082647865257,4,false,168.90503498629042,-0.08423334619259792
42003170200,South Side Flats,3882,1111630.0,3492.1691570036796,20026,1536.65,395.8397733127254,4,false,168.24834373551758,0.9583330652024187
42003432400,"Avalon borough (Allegheny, PA)",2452,710868.0,3449.3042308839335,4176,288.85,117.80179445350734,4,false,165.8716556499629,0.23979072980231075
42003101400,Morningside,3301,964745.0,3421.6295497774026,10267,241.75,73.2353832172069,4,false,164.3394768485092,0.16678267943952418
42003051000,Terrace Village,2187,646293.0,3383.914107069085,5364,411.55,188.1801554641061,4,false,162.25429724165403,0.402611969689207
42003462600,"Stowe township (Allegheny, PA)",3669,1086094.0,3378.1606380294893,3291,343.35,93.58135731807032,4,false,161.93649963604227,0.32498170519255076
42003111500,East Liberty,3228,965267.0,3344.1524469395513,31834,2168.9,671.9021065675341,4,false,160.05963647078696,1.1294530053094043
42003130200,Homewood North,1161,348488.0,3331.5350887261543,3051,182.15,156.89061154177432,4,false,159.3640049950883,0.057700029041765966
42003030500,Crawford-Roberts,3044,927620.0,3281.51613807378,24814,1065.45,350.01642575558475,4,false,156.61008712204216,0.8303564894723814
42003140200,Squirrel Hill North,2468,759494.0,3249.5319252028326,10252,464.7,188.290113452188,4,false,154.852299994332,0.47539302216057644
42003459202,,633,195289.0,3241.3499992319075,0,0.0,0.0,4,false,154.4030400359828,-2.191459510333224
42003473100,"Mount Lebanon township (Allegheny, PA)",4823,1505105.0,3204.4275980745533,2684,73.4,15.218743520630314,4,false,152.3777253245952,-0.31418935711121976
42003423000,"Aspinwall borough (Allegheny, PA)",2890,908635.0,3180.595068426816,7398,137.45,47.56055363321799,4,false,151.0722271493195,-0.040756946297960894
42003563202,East Allegheny,1924,609332.0,3157.556143448892,12657,679.65,353.24844074844077,4,false,149.81154917031452,0.6544892477122621
42003101900,Garfield,2698,857102.0,3147.8167125966343,3690,191.45,70.95997034840623,4,false,149.27901316374917,0.1074195809087426
42003431500,"Bellevue borough (Allegheny, PA)",3144,1001061.0,3140.667751515642,4096,454.2,144.46564885496184,4,false,148.8882718112141,0.4824346011053815
42003090100,Central Lawrenceville,2073,672423.0,3082.8808651696922,4074,293.6,141.6304872165943,4,false,145.73456695029205,0.3027003078223083
42003040200,West Oakland,1843,604860.0,3046.9860794233377,34734,2767.5,1501.6277807921867,4,false,143.77992122921628,1.281536191843173
42003463900,"McKees Rocks borough (Allegheny, PA)",3078,1011302.0,3043.6012190226065,2472,178.0,57.82975958414555,4,false,143.59577079006618,0.09269744029937232
42003560400,"Wilkinsburg borough (Allegheny, PA)",1554,511709.0,3036.882290520589,14946,1746.3500000000001,1123.7773487773488,4,false,143.2303212581586,1.0833233334606795
42003050900,Bedford Dwellings,1380,455034.0,3032.74041060668,1980,261.8,189.71014492753622,4,false,143.00509850088653,0.2612474923230299
42003020100,Central Business District,4310,1427891.0,3018.437681867874,81357,36201.6,8399.443155452436,4,true,142.22770324468414,2.4027127340674346
42003464300,"Ingram borough (Allegheny, PA)",3351,1122813.0,2984.468473378916,7269,369.5,110.2655923604894,4,false,140.38352203672676,0.41838941604776103
42003151600,Greenfield,2425,819407.0,2959.457266047276,5469,140.1,57.77319587628866,4,false,139.02761193522718,0.0033133314424809157
42003290200,Carrick,4268,1454029.0,2935.292212191091,7263,673.55,157.81396438612933,4,false,137.71915140348005,0.6868777232238497
42003141200,Point Breeze,4081,1396263.0,2922.8017930719357,12283,213.45,52.303357020338154,4,false,137.04344660187922,0.19131025656610978
42003478100,"Brentwood borough (Allegheny, PA)",4357,1514329.0,2877.1819069700177,6136,401.45,92.13908652742712,4,false,134.57907827170698,0.47251925467574996
42003202200,Sheraden,2548,886977.0,2872.6787729557814,7802,202.1,79.3171114599686,4,false,134.33612651782815,0.17629618110815093
42003100500,Stanton Heights,2023,714843.0,2829.992040210228,1399,73.95,36.554621848739494,4,false,132.03585870021436,-0.24919707999801455
42003552000,,1801,639467.0,2816.408039820663,0,0.0,0.0,4,false,131.30490664567785,-2.1215759506850698
42003140400,Point Breeze,2254,834995.0,2699.4173617806096,6071,178.75,79.30346051464063,4,false,125.03105162603185,0.1541913389499503
42003431400,"Bellevue borough (Allegheny, PA)",1848,689810.0,2678.9985648221977,2530,57.0,30.844155844155843,4,false,123.94004356579279,-0.33327365948279564
42003160900,South Side Flats,3303,1246734.0,2649.3221489106736,7441,934.25,282.8489252194974,4,false,122.35653808396765,0.879765544166982
42003515100,"Swissvale borough (Allegheny, PA)",2911,1101841.0,2641.94198618494,16667,1282.8500000000001,440.6904843696325,4,false,121.9631378180993,1.0187393483146887
42003192000,Beechview,3571,1360695.0,2624.394151518158,956,25.85,7.238868664239709,4,true,121.02838957057426,-0.657516589815635
42003430200,"West View borough (Allegheny, PA)",4608,1761454.0,2616.020628412664,9834,394.7,85.65538194444444,4,false,120.58266295322304,0.5124943990180242
42003432300,"Avalon borough (Allegheny, PA)",2287,886333.0,2580.2943137624347,3161,56.900000000000006,24.879755137735028,4,false,118.68326591519028,-0.3153548679760474
42003191400,Mount Washington,2429,948673.0,2560.418605778809,3495,115.25,47.447509263071225,4,false,117.62821677635864,-0.00879504055854774
42003180300,Allentown,1966,768452.0,2558.3901141515676,4298,138.95,70.676500508647,4,false,117.52060633287444,0.07217903820587868
42003478200,"Brentwood borough (Allegheny, PA)",5625,2237593.0,2513.86199366909,5600,464.05,82.49777777777778,4,false,115.16154486043114,0.6024372695292617
42003473401,"Mount Lebanon township (Allegheny, PA)",3830,1527653.0,2507.113853735109,0,0.0,0.0,4,true,114.80456021826046,-2.063725661624855
42003130600,East Hills,3505,1400161.0,2503.2835509630677,9022,191.4,54.607703281027106,4,false,114.60199461694195,0.22123974016003345
42003191500,Mount Washington,1995,802608.0,2485.646791459841,8235,540.6,270.97744360902254,4,true,113.6698554084363,0.6742293907871426
42003290400,Carrick,3957,1604552.0,2466.108920122252,7087,266.35,67.3110942633308,4,false,112.63835832292287,0.3715552373774149
42003564700,"Wilkinsburg borough (Allegheny, PA)",2320,942558.0,2461.3869915697496,18804,1214.8,523.6206896551724,4,false,112.38924274057676,1.0302902841388808
42003465600,"Crafton borough (Allegheny, PA)",2479,1010398.0,2453.4886252743972,4807,672.2,271.15772488906816,4,false,111.97270229601868,0.7751705901423951
42003480101,"Baldwin borough (Allegheny, PA)",5599,2289294.0,2445.7321776932104,2422,219.9,39.274870512591534,4,false,111.56383555799529,0.29279683281919455
42003050600,Upper Hill,1960,804401.0,2436.595678026258,4712,169.95000000000002,86.7091836734694,4,false,111.08246319870368,0.18333143840584132
42003141400,Squirrel Hill South,4997,2053937.0,2432.888642640938,9554,739.65,148.01881128677206,4,false,110.88722620233314,0.8208325197903621
42003190300,Mount Washington,1913,788802.0,2425.196690677762,3128,79.3,41.45321484579195,4,false,110.48225486811616,-0.14249019900080473
42003551200,"McKeesport city (Allegheny, PA)",3172,1308013.0,2425.0523503971294,2180,85.65,27.00189155107188,4,false,110.47465731781571,-0.10940757891711894
42003402000,"Brackenridge borough (Allegheny, PA)",3214,1329046.0,2418.2759663698625,425,11.2,3.4847542003733665,3,false,110.11804686086002,-0.9594247684604478
42003101100,Upper Lawrenceville,2537,1049825.0,2416.5932417307645,11336,411.15,162.06148994875838,3,false,110.0295151196585,0.5696168609813257
42003260700,Perry North,1618,671347.0,2410.080033127429,7314,105.15,64.9876390605686,3,false,109.68692562731141,-0.018176326412379318
